Time_(s)	Delta_F/n_n=1_(Hz)	Delta_D_n=1_()	Delta_F/n_n=3_(Hz)	Delta_D_n=3_()	Delta_F/n_n=5_(Hz)	Delta_D_n=5_()	Delta_F/n_n=7_(Hz)	Delta_D_n=7_()	Delta_F/n_n=9_(Hz)	Delta_D_n=9_()	Delta_F/n_n=11_(Hz)	Delta_D_n=11_()	Delta_F/n_n=13_(Hz)	Delta_D_n=13_()
1740.9954833770994	0.14113363530486822	-4.6927027277389975E-8	0.13007997535169125	5.000470797389368E-8	0.21633701249957085	-1.6007391308005487E-8	0.29033049089568	7.137026122046688E-8	0.2769959535863664	9.848641361005826E-8	0.04625615477561951	4.75995579646987E-8	0.3118156956938597	-5.798659648611072E-8
1741.9292799191476	-7.020886987447739E-4	-6.688402476252766E-8	0.14272795182963213	5.5065140483554886E-8	0.04248645678162575	-4.889323909157634E-8	0.2153270925794329	3.1356497328822726E-8	0.17290079510874218	1.1881827496551469E-7	0.3767308884046294	1.6973782852483077E-7	0.47458475770858616	-2.5650797375076936E-7
1742.8630529205825	0.016942850314080715	-5.4649063762355135E-8	0.17818021712203821	5.735007014540084E-8	0.11315609887242317	-4.47154668672988E-8	0.23240101550306594	7.719530139627725E-10	0.146594208975633	4.389626074610654E-8	0.1386159069158814	1.3963120606280688E-7	0.5738997356249735	-2.524824033587383E-7
1743.7968198959857	-0.1136910505592823	-6.882565172487308E-8	0.0950012585769097	6.712756646284337E-8	0.08094235211610794	-8.735990073138332E-8	0.2862368981753077	5.5464202551667573E-8	0.14684656345181996	7.276390936796786E-8	0.19293321601369165	1.8864612361136626E-7	0.29372701621972597	-1.5759768798279767E-7
1744.7305535446446	0.048262014985084534	-7.09864886726144E-8	0.13960556499660015	4.682024902106846E-8	0.1298698291182518	-6.998205246864456E-8	0.21897598462445395	3.617782571201176E-8	0.19496733943621317	1.595254676265063E-7	-0.16446386480873282	1.5836278275745575E-7	0.29739506256121856	-2.2037308543146686E-7
1745.6643210686489	0.0265997052192688	-4.0820865470736316E-8	0.07592348816494147	7.767473847122451E-8	0.1342905692756176	-3.5001799641418184E-8	0.1435192365731512	-9.716559492900035E-9	0.1657556543747584	7.855280504003351E-8	0.3247188133272258	1.8182517081357275E-7	0.11538283928082539	-1.0226765380895388E-8
1746.598084194787	0.19282046612352133	-2.079561404528434E-8	0.13074995701511702	4.451176468600951E-8	0.05282756388187408	-7.178712386305699E-8	0.28529537469148636	1.0046289497651591E-7	0.0759267807006836	4.936489223205656E-8	0.2005310614000667	2.052232557449616E-7	0.29260447735969836	-2.521284524504555E-7
1747.5318486999342	0.09312712028622627	-3.548480152239502E-9	0.10153004216651122	3.250952739967212E-8	0.052391008287668225	-1.6885048224792986E-8	0.16845176156078065	3.444969186212367E-8	0.11628466016716427	6.484307902077167E-8	4.766278646209023E-4	5.518214400229921E-8	0.47127503672471416	-6.60763410104538E-8
1748.4656077981076	0.1572865229099989	-2.772238979283255E-8	0.13924485817551613	4.3104924421554034E-8	0.10079857259988785	-6.027082724818344E-8	0.19332081185919897	8.293234790629413E-8	-0.06230859044525358	9.155387977018354E-8	0.21682171049443158	1.5287316727719197E-7	0.6133783648793514	-1.150177944666598E-7
1749.3994266805732	-0.09726519137620926	-8.049314897398078E-9	0.08527281632026036	5.038250985579503E-8	0.139453736692667	-9.890365362553175E-9	0.24849652498960495	6.481460528782448E-8	0.2927589673135016	1.5317059883121454E-7	0.4322115480899811	1.0749515596010224E-7	0.611596904695034	-1.692020150428008E-7
1750.3331476886358	0.004293749108910561	-6.0339165666441034E-9	0.13366571937998137	6.330443921837145E-8	0.02952116131782532	2.6700688406143883E-9	0.17869835134063447	-1.293755425336193E-8	0.18374017046557534	6.902105063136016E-8	0.2760512524030425	1.3558323702600147E-7	0.4414421274111821	-2.523906330384186E-7
1751.266898938781	0.12715350836515427	2.8645836285987828E-8	0.1585810836404562	6.443919844169874E-8	0.1845141239464283	-4.515695849638835E-9	0.20687015461070196	1.1599033274484129E-7	0.12738808244466782	3.930237088228361E-8	0.03551223603161899	1.3148062968708037E-7	0.4514972447202756	-1.2766192223775898E-7
1752.2006432056467	0.0260729743167758	4.724393160390099E-8	0.14113323763012886	7.231378805700253E-8	0.07689296305179597	2.0195707890069024E-8	0.30793811274426325	7.92819346798364E-9	0.09047910653882557	7.869679385913821E-8	0.1582981138066812	6.044076629949915E-8	0.546977162361145	-1.0066391609176979E-7
1753.134421799307	0.07765157241374254	2.624629831380525E-8	0.12196840594212215	5.264430744561814E-8	0.044788742810487746	-5.170645628918254E-9	0.1305551454424858	1.655154268812931E-8	0.08523842692375183	6.301745259080745E-8	0.19303855029019443	3.448229330019301E-8	0.5620804560872225	-6.245876773345162E-8
1754.0681707724368	0.08988529816269875	7.773578864162314E-9	0.14467805127302805	8.766869818817237E-8	0.12135794088244438	-7.652156740203743E-8	0.2070123553276062	3.425362071151586E-8	0.10105053004291323	7.798274600426377E-8	0.14008340374989944	1.8105698572931737E-7	0.5404788513596241	-1.3043568732702335E-9
1755.0019524130876	-0.07838486414402723	-2.4957020803803055E-9	-0.041321237261096634	6.326159143163783E-8	0.1253575451672077	-1.5554232944551324E-8	0.19405627782855714	3.878564575064724E-8	0.06369215829504861	1.3989925914207886E-7	0.2961213338104161	2.2639817954779942E-7	0.35685970978094983	-1.2274157062804817E-7
1755.9357336548624	-0.05094213970005512	3.94625736669426E-8	0.09590234731634457	6.926005147718062E-8	0.029231517761945724	-3.2676525967912165E-8	0.08567900849240166	-2.4350018005016012E-8	0.1162041069732772	7.061894458271114E-8	0.24919264966791327	1.3863310763327207E-7	0.5604254666429299	-1.170809876412343E-8
1756.8694723383248	0.030611960217356682	4.509747262551513E-8	0.06588461933036645	8.14779827394902E-8	0.08018161505460739	-1.5550909444710104E-9	0.2853739250983511	1.1675688721065908E-7	0.1197719822327296	1.70388335887515E-7	0.03978609090501612	1.8078127508462704E-7	0.2858937881313838	-2.545891002014286E-7
1757.8033016474296	-0.055810898542404175	4.938925845301154E-8	0.038435688242316246	6.888059550161493E-8	0.06523100957274437	-2.4891886089286556E-8	0.22300919464656285	9.590348925539362E-9	0.01151770187748803	7.181185541525813E-8	0.14096220379525964	2.267121685988133E-7	0.5194670477738748	-1.251976421177899E-7
1758.7370462476104	-0.018695173785090446	4.030195070904444E-8	-0.031090959906578064	7.547316053770287E-8	0.005593438446521759	-7.35269479925759E-8	0.09367646489824567	5.1957641681682444E-8	0.10672606362236871	5.066128334523586E-8	0.2155172438784079	2.241957526172712E-7	0.5689444948847477	-3.0792374855916733E-7
1759.6708186988928	-0.016735672019422054	3.443515475467108E-8	-0.016264623031020164	6.042034268312845E-8	-0.05001073181629181	3.5570811149820882E-9	0.2303071128470557	5.01002668759935E-8	0.06530522223975924	-6.965482703022137E-10	-0.06360202079469507	6.584567610956409E-8	0.3194575040386273	-6.900706613297285E-8
1760.6045740742804	0.07078508380800486	4.456574696011821E-8	0.052412534753481545	7.637246278571546E-8	0.07474884837865829	-2.2728351130920635E-8	0.22200150042772293	4.746900938164646E-8	0.042372467617193856	5.987866471280083E-8	0.16436511142687363	1.2701937297806914E-7	0.4135298849298404	-1.8221950236025025E-7
1761.5383379833816	-0.07383469399064779	6.67110805260677E-8	0.012147395561138788	5.1620314916366256E-8	0.1098618395626545	-3.1909530529261034E-8	0.23422427901199885	1.1598624366740309E-7	0.007992461323738098	1.5591684299448398E-7	0.06968668577345935	1.0985640947703472E-7	0.3783586346186124	-7.874415958796324E-8
1762.4721014493814	-0.11098757106810808	6.04646355778656E-8	0.03623024312158426	1.0429684454233909E-7	-0.006854490935802459	-3.336434861695532E-8	0.1667563638516835	4.697249807991471E-8	0.0554972713192304	4.500995131958446E-8	0.26790488308126276	2.2587348755460403E-7	0.5313456769172962	-1.8707596983485075E-7
1763.4058747499078	-0.08521014172583818	6.878381031508738E-8	0.006358977407217026	1.197079415120295E-7	-0.0633537694811821	-3.688186329646871E-8	0.18410832009145192	6.109591514098084E-8	0.04887331111563577	-3.4306623795696636E-8	0.21987139162692157	2.1446001096433326E-7	0.49439087968606216	-4.6267024530436286E-9
1764.3396321730684	-0.09911667834967375	7.366235897296458E-8	-0.024786702667673428	8.746656315582733E-8	0.02912786677479744	-2.191618900631285E-8	0.24163774400949478	4.7397006780851834E-8	-0.031157549884584215	9.018218130440591E-8	-0.0346557538617741	1.666465918834676E-7	0.33938330239974535	-1.558939856729255E-7
1765.2734287551689	-0.034880892373621464	7.071722380651378E-8	0.03900763082007567	1.0452265311283022E-7	0.18163751661777497	3.09737062110496E-8	0.07503655552864075	3.930392467190553E-8	-0.052963306506474815	2.0833096496202896E-7	-0.0346557538617741	1.666465918834676E-7	0.13829190685198858	1.3578971467747918E-8
1766.2071714645708	-0.016190294176340103	1.0525945792180845E-7	0.023024293904503185	7.422778529876076E-8	-0.016111945360898973	-5.191237665872427E-8	0.024187364748546054	5.590972981162252E-8	0.09522930118772718	1.917519734460617E-7	0.1125898388299075	1.7694987381003955E-7	0.3704805230865112	-1.0883829467845806E-7
1767.1408794707122	-0.019145951606333256	7.266735384286365E-8	-0.068105844159921	9.775744686215857E-8	0.06527606174349784	-2.006558393291384E-11	0.16238019508974894	2.93155467019228E-8	0.057817439238230385	9.688460056771697E-8	0.09034421227195046	2.268681614820561E-7	0.4384225755929947	-9.580125815696972E-8
1768.0746202883774	-0.06358289066702127	3.2045948669798176E-8	-0.017817657440900803	9.69013888261496E-8	0.05209448635578155	1.2962837098677961E-8	0.17550655347960337	7.550263117874541E-8	-0.048794771234194435	8.561806372873342E-8	0.06726251407103105	2.524818708768428E-7	0.3695712788746907	-1.5793696476765966E-7
1769.0083538963831	-0.0927321519702673	9.934681545080209E-8	-0.0713290348649025	9.290815108217916E-8	-0.04332189038395882	4.3794573399751286E-8	0.13111547806433269	6.973816153919257E-8	-0.0616513772143258	6.53341150673529E-8	0.14177215708927673	2.4202470341001467E-7	0.3304967714043764	-9.564643055631902E-8
1769.9420831053296	-0.14875346422195435	8.260502963006481E-8	-0.024270523339509964	9.381945322215726E-8	-0.009608234465122222	4.246748417681412E-8	0.13865524423973902	6.830926120205577E-8	-0.030632991757657792	9.591714333170344E-8	0.09714877537705681	1.0657981727694326E-7	0.13081277620333892	-1.3427372524866686E-7
1770.8758096802285	-0.03606791887432337	1.304219589170672E-7	-0.02650730311870575	1.323705933531697E-7	0.03015074282884598	1.1557524983086447E-8	0.16417442155735834	9.508205017254236E-8	-0.027520697977807786	7.870898740694541E-8	0.02835232967680151	2.1584483920895057E-7	0.4044285726088744	-4.394837742968812E-8
1771.8095808059056	-0.06033006124198437	1.5323898978593853E-7	-0.03430243767797947	9.844757063810143E-8	-0.022641901671886445	2.4806150143057756E-8	0.059434295764991214	3.4504955743946204E-8	0.08081475728087956	9.535400481435906E-8	-0.09277905388311906	2.2275177592056715E-7	0.3359419439847653	-5.9300729041123455E-8
1772.7433946209032	-0.2048216862604022	1.3841488543086524E-7	-0.051817849899331726	1.4039075062156556E-7	0.04333043247461319	6.145653215055549E-8	0.07179567111389977	6.79766257327566E-8	-8.310261699888441E-4	9.83298596537633E-8	0.02976709333333102	2.224373566231657E-7	0.1666252578680332	-2.753587581491579E-7
1773.6772027218426	-0.15043041110038757	1.721800396465461E-7	-0.09569551609456539	1.2880726532488195E-7	-0.015661949664354323	1.6752818078066096E-8	-0.05346342495509556	1.0036894008147727E-7	-0.00106009840965271	1.6109707157266383E-9	-0.1377622512253848	2.339357451905307E-7	0.3264533458993985	-1.0041582043638134E-7
1774.6109625719876	-0.17178357671946287	2.1147766922932718E-7	-0.11663063491384189	1.1192505210613616E-7	-0.12123190686106682	-5.876988264097438E-9	-0.001354288841996874	1.5078838705299188E-7	0.006990606586138408	7.239253801918802E-8	-0.03818379139358347	2.760659652828462E-7	0.28941686336810774	3.4909803373013365E-8
1775.5447138536058	-0.12774466257542372	2.265443825949726E-7	-0.14047619700431824	1.275956769473778E-7	-0.06897871643304825	-1.770580338627311E-8	0.012005216309002467	8.228306535600278E-8	0.04982293976677789	7.968074158423396E-8	-0.1298895993015983	2.758487761908313E-7	0.14074842517192548	-1.1702060593549537E-7
1776.4784921958537	-0.18651313614100218	1.9840688083558366E-7	-0.10519807102779548	1.3967195430783573E-7	-0.0830540493130684	3.7139962128949697E-10	0.06507289835384913	1.4769745364247137E-7	-0.07195830924643411	3.804144444009914E-8	0.08149107410149141	2.5718108492547777E-7	0.2653287362593871	1.602462802613875E-7
1777.412207920202	-0.32158864103257656	2.1869311208765237E-7	-0.12631839079161486	1.3579887472181138E-7	-0.03569692298769951	1.6466940839056973E-9	0.033230598483766825	7.063864301896624E-8	-0.09517715540197161	1.5213717622336424E-7	-0.08855689520185644	1.8679220904078682E-7	0.1624359322281984	4.286126433153815E-8
1778.3459652191461	-0.3501635668799281	1.998595971422078E-7	-0.0740925253679355	1.1854418111058849E-7	-0.021358287334442137	5.277256247908347E-8	0.005491262035710471	4.9991972979844795E-8	-0.027239665389060974	1.1254926656388759E-7	0.03311333195729689	1.6346480907730016E-7	0.23769365136439985	-4.783533080805909E-8
1779.2796871419018	-0.19009356200695038	1.8701111614529342E-7	-0.13441131760676703	1.3690467040320601E-7	-0.13277750685811043	1.3238171746283263E-8	0.04457922066961016	1.1709239256997995E-7	-0.004641359878910912	5.0718305912283296E-8	0.1061060746962374	2.978576201897364E-7	0.2854242829176096	-1.7172744386749483E-7
1780.2134765306798	-0.22836800944060087	1.8138170902536705E-7	-0.19463769967357317	1.5635229788556952E-7	0.017420946061611174	5.1489745228519134E-8	-0.010048417108399528	5.983145263763624E-8	0.1282343789935112	9.354250330128851E-8	-0.11130911992354826	1.0159737242195984E-7	0.03293161151500849	9.649563141711352E-9
1781.1473073729342	-0.2379043148830533	2.0360257049013885E-7	-0.12823447957634926	1.7042793356870098E-7	-0.06368405595421792	3.11060373782326E-8	-0.061082897441727776	3.625967003923923E-8	0.0639685806300905	1.2162714232255123E-7	0.15836791355501523	2.3004850105877645E-7	0.27964907254164034	1.1324064801727788E-7
1782.081043064958	-0.4249327592551708	2.593040922294911E-7	-0.0830506831407547	1.32856617053378E-7	-0.10300369933247566	5.1279156483617725E-8	0.08122073858976364	2.632017668737104E-8	-0.1406906238860554	1.0143489402150208E-7	0.026131615042686462	2.024224133598745E-7	-0.042403633204790264	-4.340154135817366E-8
1783.0147875564132	0.390613317489624	-2.5924267376130654E-7	-0.18250900072356066	1.3963968524937091E-7	-0.23494501560926437	6.998169134011839E-8	-0.1094187434230532	1.2898289905339004E-7	-0.33792061193121803	1.4672060863058216E-7	-0.33180616863749246	2.1026518975520543E-7	0.0033221703309279224	-2.0113081462471035E-7
1783.9485545573245	2.2719132462516427	-1.7845040740364806E-6	-0.11103526627024014	6.720365335660043E-8	-0.2040039785206318	1.8869216717685164E-8	-0.12831211409398488	8.147289642275999E-8	-0.3403113741013739	7.665924471349694E-8	-0.3270901787010106	1.7074821822079958E-7	-0.06069591125616661	-1.2422425237123072E-8
1784.8823120574978	2.203123725950718	-1.7963167916419448E-6	-0.08721549312273662	6.78255826105196E-8	-0.2851970285177231	2.7276937291856448E-8	-0.12226784761462893	1.514090352021857E-7	-0.1818132276336352	9.357854761896556E-8	-0.2539850649508563	2.385693589013275E-7	0.21442788151594308	-1.770417511281168E-7
1785.816049480562	2.231428108178079	-1.7398830652704347E-6	-0.12849581986665726	1.1372490210309681E-7	-0.2713939152657986	3.528016999989345E-8	-0.12009250053337642	8.562846150780672E-8	-0.22327199081579843	7.34943259268555E-8	-0.0717280236157504	1.7932275289500685E-7	0.05468027580242891	-1.46734997132772E-7
1786.7498558557072	2.1242067413404584	-1.7540351296894377E-6	-0.15226776835819086	7.767923444331414E-8	-0.32499881014227866	4.915007885251564E-9	-0.2446789060320173	5.476314383680303E-8	-0.3272828915052944	9.179014544768386E-8	-0.18130130117589777	2.4980066422075923E-7	-0.4271347322143041	-1.9352229759731897E-7
1787.683598379974	2.0849633691832423	-1.7483410459950854E-6	-0.2572071844091018	1.1230126299109069E-7	-0.42599291279911994	3.73601352469141E-8	-0.3473215624690056	9.013496347661366E-8	-0.4818023029300902	4.43571192517881E-8	-0.36187995767051523	1.7595266804334726E-7	-0.3599661984122716	-4.392211372927226E-8
1788.6173820135648	1.9336699740961194	-1.7707729537848587E-6	-0.28616501453022164	1.0212599024577666E-7	-0.4755795642733574	7.071434919472385E-8	-0.26920103494610104	1.2901321414086648E-7	-0.6345742526981566	1.1256003782195926E-7	-0.44358768381855707	1.9143423863978207E-7	-0.2286428683079206	-2.286372476085211E-7
1789.551175863747	1.992192610166967	-1.68786289131065E-6	-0.3536013010889292	7.244714751643722E-8	-0.4212168201804161	6.638841043053669E-8	-0.37739603008542744	8.523038895323241E-8	-0.4743785725699531	1.552846799387082E-7	-0.4359747916460037	2.1715752114684394E-7	-0.0029849175077218274	-3.260505570680636E-9
1790.484946172958	1.9604581082239747	-1.6729353185276322E-6	-0.3213271237909794	6.50010205599592E-8	-0.4050730660557747	1.3304026622333251E-8	-0.4232117107936314	9.98511936875561E-8	-0.44619016349315643	8.736420609350753E-8	-0.6173424239863049	1.5329358707927255E-7	-0.2347930996463849	-9.185266077404129E-8
1791.4187094906654	1.9623099584132433	-1.7201999412914189E-6	-0.3460682804385821	1.5185333628975166E-7	-0.49250841811299323	3.920163314373882E-8	-0.5027198642492294	1.3545568330421197E-7	-0.44648489190472496	1.3559479713282291E-7	-0.5014549751173366	2.7939183382325646E-7	-0.3866399996555768	-9.139420498692746E-8
1792.352493882664	1.8698331909254193	-1.6988624487158607E-6	-0.4598560935507218	7.142205065894082E-8	-0.5376067839562892	8.77809252182503E-8	-0.4098907304661615	1.3376409416667563E-7	-0.518946627775828	1.2062169823278996E-7	-0.4772575118324973	1.6126580724607387E-7	-0.14579088240861893	-1.757459347057858E-7
1793.2862523182698	1.8309585163369775	-1.7009111607491057E-6	-0.43504130591948825	1.1381932090909533E-7	-0.5359306633472443	4.5438022789511456E-8	-0.3612424795116697	1.0338240618963592E-7	-0.5336568007866541	1.7703371688127857E-7	-0.5038081908767874	8.639806528951057E-8	-0.25100632585011995	-1.251698228802486E-7
1794.220033250218	1.840835826471448	-1.6851084458796854E-6	-0.4673648364841938	1.224513832040583E-7	-0.5581260748207569	3.978511503983885E-8	-0.5425148989473071	1.8188976431973507E-7	-0.6589110932416387	1.1007359813053048E-7	-0.574158789082007	1.843973460325521E-7	-0.2651556036793269	1.353940580772772E-8
1795.1538311519678	1.7339131254702806	-1.7027573367720352E-6	-0.525563066204389	1.4409380487179256E-7	-0.6957752987742424	4.800286247842603E-8	-0.4007186123303005	1.1006730605037877E-7	-0.5612855056921641	1.0575614289852519E-7	-0.5016667206179012	2.475999772397241E-7	-0.35293606783335024	1.198309780038858E-7
1796.087574110396	1.827327435836196	-1.6924068038579303E-6	-0.5606076469024023	1.0033739516993761E-7	-0.7256648175418376	1.0602761627692952E-7	-0.4606682040861675	1.0795204897828597E-7	-0.6891363950239288	1.0734728256016238E-7	-0.44175123287872836	1.6248616807887438E-7	-0.3825456230686261	1.2197489797012605E-7
1797.0213726254754	1.726216297596693	-1.6714475052875106E-6	-0.5638584184149901	8.202594036583934E-8	-0.6002912789583206	7.218325548641021E-8	-0.4884203959788595	2.1074702341008968E-7	-0.8243690075145828	1.0857306449458658E-7	-0.5964957523075017	2.4370473903922464E-7	-0.34352119725484115	-2.054087412860456E-7
1797.9551731426777	1.7133670197799802	-1.6935204942500619E-6	-0.4995758632818858	1.3318633975182258E-7	-0.7308833450078964	5.856873259193736E-9	-0.5337260759302548	1.7497345266579486E-7	-0.7888285376959376	2.1147413313106023E-7	-0.627917046574029	1.3583008468710117E-7	-0.49718775485570615	-1.058432636197662E-8
1798.8889240166013	1.6846025995910168	-1.665959944215404E-6	-0.5668482811500629	1.3081998302791635E-7	-0.7783200196921826	5.64094224985226E-8	-0.6278309162173953	1.433544721190583E-7	-0.7743486687541008	1.5171553244712813E-7	-0.5680364891886711	2.391635922819013E-7	-0.05025328237276811	-7.76602301684351E-8
1799.8226873354974	1.6472828313708305	-1.6577414268575865E-6	-0.599488714709878	1.1797654747911076E-7	-0.7747656084597111	1.1121448247061543E-7	-0.5454046449490956	1.4768016424665845E-7	-0.9132526831494437	1.0490588393080016E-7	-0.9076555947011168	1.9851259795708258E-7	-0.3949974964444454	1.0015128738087293E-8
1800.7565099165515	1.5748856235295534	-1.6377350040666953E-6	-0.5403708213319381	1.3315101852944878E-7	-0.8594801835715771	3.38251826063592E-8	-0.5535034207361085	1.3275306733576294E-7	-0.6997189124425253	2.0384335054991537E-7	-0.6323423399166628	2.1665606117641297E-7	-0.4839276247299634	1.4688498949856263E-7
1801.6902500896513	1.652670957148075	-1.6535248443594395E-6	-0.6851413709421953	1.4716611383049235E-7	-0.6713475584983826	8.754166848758474E-8	-0.630258427134582	1.181642089588097E-7	-0.7445236361689038	1.0336723414831894E-7	-0.9023579392920841	2.198411118142237E-7	-0.5173903657839849	-4.393498504622669E-9
1802.6240065162237	1.4047966292127967	-1.6598016639415478E-6	-0.7112986668944359	1.2122485489846177E-7	-0.9089913196861744	6.442859425096902E-8	-0.6755813477294785	2.2351274363406495E-7	-0.882013761334949	2.0035751583189897E-7	-0.7399717996066267	2.4518799770028806E-7	-0.3210764739375848	-2.1279303511179918E-7
1803.5577818752556	1.4877028046175838	-1.6344171523872096E-6	-0.7262822470317284	1.2280696022693512E-7	-0.8281252712011338	1.1818892626313062E-7	-0.6755813477294785	2.2351274363406495E-7	-0.9157248122824563	1.0364438001963486E-7	-0.7808522812344811	2.474591423027228E-7	-0.9044505088375165	-1.3810604171280935E-7
1820.4921240540762	1.4877028046175838	-1.6344171523872096E-6	-1.3199037158240874	1.505483112975738E-7	-1.4945526830852032	1.2910012548385708E-7	-1.4572151058486529	1.5175812027772907E-7	-1.6371298390958045	9.78233170051575E-8	-0.7808522812344811	2.474591423027228E-7	-1.7700011810431113	9.666736797733473E-8
1821.4259930949252	0.5954333683475852	-1.6962775271876242E-6	-1.4368924411634605	1.0410544733140624E-7	-1.5752766594290732	1.6512860898196691E-7	-1.4539467447570391	1.0033591124608684E-7	-1.7993847744332419	1.8926814216268357E-7	-2.4485639198259874	1.5440561235710928E-7	-1.9288251732404416	3.0969081883212444E-7
1822.3597343782212	0.40448193345218897	-1.6616747131390072E-6	-1.431774555395047	1.1025109737449823E-7	-1.6191408544778825	1.3168132861768604E-7	-1.6388044612748283	2.237670828143291E-7	-1.9944529210527737	1.9558362666913568E-7	-2.495777140286836	1.6448430417973414E-7	-1.7361765131354332	1.5000742801622713E-7
1823.293471763494	0.35181353986263275	-1.6386891418951745E-6	-1.4504556364069383	1.3866439339555586E-7	-1.640266277641058	1.4471098360406684E-7	-1.6158329269715719	1.0398244083251228E-7	-1.8869574442505836	2.56108805406517E-7	-2.6968246339396997	1.1791059485387302E-7	-1.8940946448307772	1.1582615518226447E-7
1824.2271849700212	0.19640525430440903	-1.6788750141791351E-6	-1.5952645372599363	1.639096627881751E-7	-1.7412796385586262	1.2656189444249237E-7	-1.589653767645359	1.8779031510081454E-7	-1.975821355978648	3.2528757547815477E-7	-2.5980805314399977	1.7027300793973467E-7	-1.8686689264499223	-3.229976217939594E-8
1825.160944836021	0.3626193217933178	-1.664358652361678E-6	-1.6229340446492035	1.3529265935631452E-7	-1.8158183112740516	1.9828422649967705E-7	-1.615526451596192	1.0922410205957704E-7	-2.0585334739751286	1.8002016422207325E-7	-2.689831175587394	1.6069846100116576E-7	-1.806009618135599	6.992767896511504E-8
1826.0947333533713	0.2526510814204812	-1.6470757030376628E-6	-1.6867779077341158	1.7684856347296692E-7	-1.7551615811884402	1.710164466516668E-7	-1.7127556034496851	1.26539577373347E-7	-2.094711348414421	7.133569045045989E-8	-3.025856953452934	1.8955907418453824E-7	-2.304572058411745	3.872465872319515E-7
1827.0285031295994	0.14228230621665716	-1.6787993216087595E-6	-1.7095497238139312	1.6842015786996479E-7	-1.896141231060028	1.3245377975047473E-7	-1.7793715532336916	1.661323545021256E-7	-2.0104917395446034	1.6911164933389362E-7	-2.906121192330664	2.6277765436991357E-7	-2.049639674906547	6.614709877717862E-8
1827.9622900812603	0.07302135042846203	-1.6064498819318086E-6	-1.7640385031700134	1.2591830414357234E-7	-1.9668006040155888	1.3020239634294484E-7	-1.7048901872975486	1.9615385034096465E-7	-2.2449334065119424	2.490240582024149E-7	-2.8705124008384617	1.4271578213794715E-7	-1.653500269811887	-5.5879855098432056E-8
1828.8960113716098	0.09624168556183577	-1.6549346291023235E-6	-1.7948957706491153	1.5284548524147827E-7	-1.93193077147007	1.4208027390242022E-7	-1.7487387050475394	1.4324001063003818E-7	-2.164453246527248	2.8150328403524867E-7	-2.925658209080046	1.2739425431031767E-7	-1.8429890951284995	-1.2648147790715028E-7
1829.8297866896362	0.04231645353138447	-1.6291278740300573E-6	-1.8228389422098796	1.6067729716312258E-7	-2.027801575511694	1.6157097481618848E-7	-1.6363609050001418	2.5116226966205753E-7	-2.299648404121399	1.5199889100461197E-7	-3.0549288872968066	1.123470191080443E-7	-1.9075237157253118	-3.877697171423677E-8
1830.7635641156412	-0.03771965205669403	-1.617813122141269E-6	-1.8209958219279845	1.3845127782519877E-7	-2.0415006689727306	1.2322792857283782E-7	-2.0460346149546758	1.6264744084723462E-7	-2.3186910640862255	1.8226990399735135E-7	-2.874629943208261	1.8659746260556794E-7	-2.0026776968286586	-8.166842904852242E-8
1831.6972719497642	-0.041088782250881195	-1.64379029780155E-6	-1.9141893597940605	1.7044282901046036E-7	-2.0821167655289172	1.0574700301106991E-7	-1.7712845419134413	1.706307072541711E-7	-2.33961737404267	1.9391730954547816E-7	-2.844899697059935	1.9234891381772023E-7	-1.9730569273233414	4.860102037064864E-8
1832.6309765485494	0.018837393261492252	-1.5703391473514245E-6	-1.886962025736769	1.7389559116919137E-7	-2.135052106529474	1.6695213372444118E-7	-1.9285850035292762	1.744151703877083E-7	-2.412361499336031	1.9006756919044655E-7	-2.993427561088042	2.0023447469399243E-7	-2.1720602810382843	6.551524157114941E-8
1833.5647148318226	-0.1250492362305522	-1.6082396671356948E-6	-1.9512109191467364	1.7109339699018333E-7	-2.15993300229311	1.606817903534205E-7	-1.9721494785376958	2.0819171848663546E-7	-2.487960704498821	2.7884669033940816E-7	-3.3373958427797663	2.952753856572945E-7	-2.2564343248422327	-1.514012818382897E-8
1834.4984320158892	-0.15308867674320936	-1.6021264434524043E-6	-1.9894186885406573	1.3743094318908133E-7	-2.1898276180028917	2.01135439636469E-7	-2.000323743692466	1.1772048935581128E-7	-2.52382979542017	1.268549390903527E-7	-3.0493076382712885	2.3153401321464816E-7	-2.283547239234814	-7.767789833633496E-8
1835.4321606907756	-0.07396498695015907	-1.6002342717125824E-6	-1.9816310703754425	1.5601101733170352E-7	-2.269545517116785	1.588110142349843E-7	-1.989373997918197	1.6080636852643397E-7	-2.4091207443012133	1.5305589612541208E-7	-2.8855981047857893	3.007238989068627E-7	-2.0245586381508756	1.9807133808427116E-7
1836.3659455581806	-0.0800237338989973	-1.6396944230759563E-6	-1.9919482823461294	1.9261394789337957E-7	-2.261457900702953	1.973734413942207E-7	-2.0562030662383353	1.529953333487624E-7	-2.4283789503905506	1.943407684682852E-7	-2.9076797027479517	7.832984576254174E-8	-2.0106761959882884	1.0596577029170083E-7
1837.2997025092782	-0.12152723036706448	-1.5810462625712044E-6	-1.9933424809326727	1.841571375104116E-7	-2.1714293636381625	1.377549677884695E-7	-1.901453662131514	1.415312293510739E-7	-2.4339988132317862	1.8291204360529074E-7	-3.11351971260526	2.692114219377304E-7	-2.0036302592891913	-6.226545271631359E-8
