Time_(s)	Delta_F/n_n=3_(Hz)	Delta_F/n_n=5_(Hz)	Delta_F/n_n=7_(Hz)	Delta_F/n_n=9_(Hz)	Delta_F/n_n=11_(Hz)	Delta_F/n_n=13_(Hz)	Delta_D_n=3_()	Delta_D_n=5_()	Delta_D_n=7_()	Delta_D_n=9_()	Delta_D_n=11_()	Delta_D_n=13_()
1623.210835078263	-514.8099806196988	-172.94092141464353	-79.90977083253009	-41.32363962713215	-23.08962940221483	-14.98054151237011	-1.6637524034094964E-5	-5.623173229723491E-6	-2.7359988936964295E-6	-2.748207031798912E-6	-3.6310954114752357E-6	-2.9529092453822546E-6
1624.1451710944418	-514.8855835168312	-173.0521844856441	-79.9213262317436	-41.2474397652679	-23.10799311169169	-14.796511949828037	-1.6648545372947534E-5	-5.640801285228822E-6	-2.821579386755443E-6	-2.8368863870322522E-6	-3.7224925539106654E-6	-3.0379172949407347E-6
1625.078960321805	-515.0218296584984	-173.16797467395662	-80.15492771246603	-41.48194149384896	-23.247934677384116	-14.753925368189812	-1.6665123800188136E-5	-5.600361868809359E-6	-2.7913896181631795E-6	-2.715868561323616E-6	-3.5892639477283207E-6	-3.185812908708288E-6
1626.0127972390826	-515.0855234842747	-173.2052773334086	-80.2459893961038	-41.478145238425995	-23.370656274936415	-15.031325176931345	-1.6644713676767435E-5	-5.601807757880348E-6	-2.774725108412493E-6	-2.6844547160382367E-6	-3.575051236370119E-6	-3.025937722997551E-6
1626.9465672083084	-515.2544592594107	-173.3355326756835	-80.17322061423745	-41.60043622056643	-23.46713355522264	-15.025030203163624	-1.663347627154472E-5	-5.572899270817066E-6	-2.7407843588411735E-6	-2.7548233279045726E-6	-3.5771938341978073E-6	-3.1465833365995513E-6
1627.8803971245472	-515.2641872751216	-173.41797323450447	-80.40628370961973	-41.68734299722645	-23.600501391698014	-15.121242413727137	-1.6571779328801933E-5	-5.523608398797631E-6	-2.7623563727132794E-6	-2.7056786674753896E-6	-3.573903315568763E-6	-3.0352882784111392E-6
1628.8141802460138	-515.5125298096488	-173.42721653580665	-80.40344432634967	-41.7740501438578	-23.745624784041535	-15.446673020720482	-1.6577545714951215E-5	-5.469894210547376E-6	-2.708804175763051E-6	-2.6882726154099136E-6	-3.6579410999393607E-6	-3.108139303806688E-6
1629.7479855212162	-515.6252742304156	-173.67027637436985	-80.54893335167851	-41.91998653196626	-23.76898457448591	-15.59085358793919	-1.6551043982509486E-5	-5.520747318980368E-6	-2.6936518015738243E-6	-2.6822387990763915E-6	-3.630470789826412E-6	-2.9071485279994744E-6
1630.6817920711253	-515.7520839547118	-173.79795785173775	-80.6928324624896	-42.10135192506843	-23.9318291219798	-15.633731813958057	-1.6547471762954252E-5	-5.472596328233366E-6	-2.6364443509131E-6	-2.7306346343019205E-6	-3.5473784849667954E-6	-3.0402475763946995E-6
1631.615581795952	-515.9573085351536	-173.92094916701316	-80.86688912979194	-42.051033521691956	-24.391887324777517	-15.688805524546366	-1.6533650911028174E-5	-5.461439054869644E-6	-2.6882718783088867E-6	-2.5953076841710675E-6	-3.5182280210113904E-6	-3.0182427216034403E-6
1632.5494396978834	-516.0413194385668	-174.06245970800518	-80.9809740377324	-42.163328655891945	-24.065106697380543	-15.66333721520809	-1.6491522189199123E-5	-5.476155041927132E-6	-2.5817980448187942E-6	-2.6050098570058836E-6	-3.421030479367436E-6	-2.8952140925007452E-6
1633.4832495298647	-516.2234630963454	-174.21091427132487	-81.11220836000783	-42.23340361813704	-24.19844560121948	-15.842802652372765	-1.6473618866997067E-5	-5.444452594995482E-6	-2.5910080482942523E-6	-2.5943612007978643E-6	-3.4096339377756536E-6	-2.778501230404383E-6
1634.4170185382616	-516.3550514746457	-174.38071725070478	-81.11512913767781	-42.563359060221245	-24.416456572711468	-15.964483360831554	-1.645629436232448E-5	-5.405180083476282E-6	-2.5299945079676657E-6	-2.477505371660383E-6	-3.5064905014636137E-6	-2.8900628148110456E-6
1635.3508132050295	-516.6285867858678	-174.56565001681446	-81.31947458322558	-42.51042525056336	-24.558040467852894	-15.898904642233482	-1.6420252969900055E-5	-5.339199644621348E-6	-2.547493732202083E-6	-2.5226886965735252E-6	-3.4884195311458033E-6	-2.790143675329316E-6
1636.284613796977	-516.67105101794	-174.57497122734785	-81.50535653105804	-42.71778826663891	-24.714024373753503	-16.43991819711832	-1.636950586232587E-5	-5.392036594002031E-6	-2.559262227882109E-6	-2.4954886682343724E-6	-3.4075046866507367E-6	-2.877108660205772E-6
1637.2184121198934	-516.8465588813027	-174.82992443591357	-81.69614685433251	-42.832277196976875	-24.655600358139385	-16.526558159062496	-1.6354167156691456E-5	-5.297670406416308E-6	-2.5056209752838794E-6	-2.4831261750303676E-6	-3.29487740092859E-6	-2.634746295603131E-6
1638.1522526955903	-517.0768894230326	-175.00017674565316	-81.85394395142794	-43.045608726640545	-24.966596947474912	-16.396800824082813	-1.636447559722471E-5	-5.3056945215642466E-6	-2.5130375617320394E-6	-2.446368891291913E-6	-3.278494791131452E-6	-2.8428289990868496E-6
1639.0860720961375	-517.2683365115275	-175.19652200713753	-81.88823674832072	-43.17036435008049	-24.93181136115031	-16.862453682491413	-1.6290845714617933E-5	-5.2843314248586526E-6	-2.417617255581189E-6	-2.4648623171321646E-6	-3.3669701053181197E-6	-2.7751516578673757E-6
1640.0198585781136	-517.4519969852021	-175.38176463916898	-82.15195814732995	-43.33399908989668	-25.289672094989907	-16.854006444032375	-1.6317770055259507E-5	-5.24271913676308E-6	-2.4051429272062725E-6	-2.3494790512054703E-6	-3.2593676049027257E-6	-2.710624034843066E-6
1640.9536690198452	-517.6130364115039	-175.51845645606517	-82.11517251708678	-43.47123808827665	-25.51053013652563	-17.311656382221443	-1.6230446353876005E-5	-5.220638672658143E-6	-2.3378245658656617E-6	-2.2951758197172558E-6	-3.269932089808357E-6	-2.5676668608484065E-6
1641.8874435793443	-517.7899119363477	-175.7235892176628	-82.45697456598282	-43.73930718584193	-25.58883046968417	-17.219501430025467	-1.6187284811253005E-5	-5.168365818203748E-6	-2.3361411201419115E-6	-2.2735667947917752E-6	-3.2057393100959656E-6	-2.718928228487912E-6
1642.821276337415	-518.1212443790088	-175.9881217651069	-82.67687009700707	-43.95065380384525	-25.641052491285585	-17.422937957713238	-1.617776960334972E-5	-5.125755134709648E-6	-2.3482114187729764E-6	-2.3575309480955393E-6	-3.132569550914579E-6	-2.5897695176905475E-6
1643.755081246287	-518.3561230289439	-176.10752175226807	-82.77936366413321	-44.17841271724966	-25.725124708630823	-17.36709200533537	-1.6134812016485768E-5	-5.066356762097426E-6	-2.2157397078330636E-6	-2.2957046549739422E-6	-3.225860618359967E-6	-2.465200992866906E-6
1644.6888984208417	-518.3561230289439	-176.40567934811116	-83.00210050919226	-44.23111330717802	-26.074228999966923	-17.770101636075058	-1.6134812016485768E-5	-5.09473206097071E-6	-2.1327514411777275E-6	-2.136254282212712E-6	-3.2493663001917394E-6	-2.512191304896409E-6
1645.6232884375192	-518.8143641551336	-176.52152238637208	-83.25361396053007	-44.37996487071117	-26.189728654921055	-17.776946797393837	-1.6066866918250882E-5	-5.124377672082532E-6	-2.2433906485044966E-6	-2.1607416366062462E-6	-3.0831174415761012E-6	-2.4337691722445823E-6
1646.5571120111085	-519.0814549475908	-176.66112225726246	-83.48727436044386	-44.24719940871	-26.299465487626467	-18.086050173984123	-1.6048402726803735E-5	-5.102517123835391E-6	-2.2087093372679225E-6	-2.1338775818557107E-6	-3.0315232530851803E-6	-2.2761704440022042E-6
1647.4909879680008	-519.422708172972	-176.92284957319498	-83.69851588777134	-44.56395863079362	-26.576287739656188	-18.36067345681099	-1.5995975823393348E-5	-5.0525349856374335E-6	-2.0805446025106377E-6	-2.1120271157662663E-6	-3.022821885361227E-6	-2.255010995172991E-6
1648.4248113518065	-519.5386158463856	-177.25964161232113	-83.9853365123272	-44.69235095795658	-26.911759828301992	-18.699536373982063	-1.5957416471947406E-5	-4.938520960634887E-6	-2.120208606833183E-6	-1.9897052312413627E-6	-2.88977823353044E-6	-2.4468831618992945E-6
1649.3586524355712	-519.8617268844197	-177.40394583269955	-84.10252803989819	-45.04533477541473	-27.205851740457796	-18.769814231647896	-1.5909278270608473E-5	-4.97722430859644E-6	-1.974887931573271E-6	-1.9963066183000037E-6	-2.8841442934450257E-6	-2.1735106826643364E-6
1650.292449009687	-520.1792460344732	-177.69215498641134	-84.38380082164493	-45.07904305474626	-27.48805239119313	-18.92212890317807	-1.5870722432505388E-5	-4.931449733378885E-6	-2.055763997366544E-6	-1.9006145615928916E-6	-3.0572591571151417E-6	-2.302642671640087E-6
1651.2262795940928	-520.3899169092377	-177.96195571497083	-84.70885061791965	-45.46014376315806	-27.66337868639014	-18.964576343504284	-1.5813177004827265E-5	-4.933592000808931E-6	-1.9835807757426812E-6	-1.9606086155794984E-6	-2.844331219384414E-6	-2.1084362663023544E-6
1652.1601124100973	-520.7777062511692	-178.18007923290133	-84.88881619700364	-45.63616229842106	-27.603581148792397	-19.2975923292912	-1.5786754383763954E-5	-4.82461258995712E-6	-1.8411614324453717E-6	-1.944546390941044E-6	-2.74911537720399E-6	-2.165344383959586E-6
1653.0940004357378	-521.0654193007698	-178.46954929232598	-85.1527421602181	-45.74157781733407	-27.97565570609136	-19.416435507627632	-1.5757090819168136E-5	-4.748360041810794E-6	-1.8665841965334596E-6	-1.8624258219798127E-6	-2.788588818201446E-6	-2.1139311853717697E-6
1654.0279167760884	-521.3922552410513	-178.8002291344106	-85.34438450528043	-46.268583696749474	-27.926172496242955	-19.719792788418438	-1.5728457396808182E-5	-4.700022502736063E-6	-1.7786990180801361E-6	-1.7691073761920878E-6	-2.7154235490370603E-6	-2.110021253474829E-6
1654.9617635101386	-521.6911526421706	-179.05421302244068	-85.64241393016917	-46.446205059687294	-28.491661508652296	-20.144579825493004	-1.5639190297724726E-5	-4.714241909930709E-6	-1.7860674716949516E-6	-1.6932564869695201E-6	-2.6980617237309918E-6	-2.021916700792518E-6
1655.8956102348861	-522.0567286144942	-179.34906152039767	-86.03925774672201	-46.4629136953089	-28.773464304479685	-20.166251787199425	-1.5598743821091413E-5	-4.6281372809202305E-6	-1.6786235493337014E-6	-1.7771343185174292E-6	-2.566163930799791E-6	-1.964825163778449E-6
1656.8294692434356	-522.250259504964	-179.6466801136732	-86.14801191325698	-47.01885813805792	-29.015425695614383	-20.51446090466701	-1.5535873066469468E-5	-4.634895607771508E-6	-1.661936986730307E-6	-1.5910923634141096E-6	-2.525173790531181E-6	-1.9370952009898105E-6
1657.763320102122	-522.6759403329343	-180.0275658801198	-86.54693892278841	-47.15626364780797	-29.234042164276946	-20.626396106412777	-1.550156793102972E-5	-4.498007006901268E-6	-1.583323025597456E-6	-1.6337609595667513E-6	-2.4093464087031514E-6	-1.878056233229605E-6
1658.6971703994507	-522.9995896369219	-180.24670228362083	-86.94812332093716	-47.49205812232362	-29.416257342831656	-20.89354185301524	-1.5441855346525423E-5	-4.481888348365816E-6	-1.5715584681499011E-6	-1.5193044525873238E-6	-2.53239260752701E-6	-1.6773283954957648E-6
1659.6310488500858	-523.3897439210365	-180.67207038253545	-86.96820114020791	-47.87594670388434	-29.790015630424023	-21.271359507854168	-1.542944019391137E-5	-4.467586152635784E-6	-1.4842391723941171E-6	-1.3957056714020458E-6	-2.4348901044278243E-6	-1.701952039975788E-6
1660.5648326753637	-523.7269423163185	-180.92216959893705	-87.26261274835893	-47.805439637766945	-29.870140993459657	-21.696226610587193	-1.5326176718916243E-5	-4.403319092590097E-6	-1.4703740075866853E-6	-1.3163761824354342E-6	-2.3065044737285935E-6	-1.4808741268007206E-6
1661.498674581912	-524.1013272361209	-181.27433154582977	-87.46650874401841	-48.17932550360759	-30.300748722119764	-21.94438055272286	-1.53285220363401E-5	-4.266884665010088E-6	-1.3494589401743601E-6	-1.3856049679541375E-6	-2.390065231389554E-6	-1.5545355177776704E-6
1662.432599149132	-524.5024135671556	-181.62328383177518	-87.78796486662966	-48.598010685708786	-30.588190339505672	-22.158589745370243	-1.5401202903486775E-5	-4.242106930740661E-6	-1.3004274550787025E-6	-1.291337409384068E-6	-2.225716879471841E-6	-1.4950079363221979E-6
1663.366452889823	-524.8830646462739	-181.94719037637114	-88.22239233340535	-48.98172566791376	-30.91972540115768	-22.54586890225227	-1.5363487697788873E-5	-4.198830765841932E-6	-1.1797186917713345E-6	-1.2238060746690068E-6	-2.218461678013268E-6	-1.3169809250730333E-6
1664.3002706581576	-525.31646305571	-182.27156400159	-88.56723101437092	-49.48262495547533	-31.046455713158306	-22.789578158694965	-1.5334570429578612E-5	-4.145774901762408E-6	-1.11509372909521E-6	-1.2754038584852863E-6	-2.1507560043299777E-6	-1.3356509839255245E-6
1665.2341118490904	-525.769275203968	-182.5762107335031	-88.69802039010185	-49.575120858848095	-31.26086314361204	-22.785068534887753	-1.5234609411057028E-5	-4.078740609764485E-6	-1.0697372895376764E-6	-1.1931864391012995E-6	-2.066014090201977E-6	-1.30406177172627E-6
1666.1679809890013	-526.0807821080089	-182.99133161976934	-89.03293758098569	-49.8639440594448	-31.678424502638254	-23.487784181076748	-1.5212540823883903E-5	-3.967271396332258E-6	-1.1149493969016201E-6	-1.1360242474247982E-6	-2.0951479334164113E-6	-1.0654134039646973E-6
1667.1018773802718	-526.3764011065165	-183.25821594148874	-89.30367708844798	-50.176752327216995	-32.029660409824416	-23.835049485357906	-1.5171335946910746E-5	-3.976905418771035E-6	-1.0447967936291221E-6	-1.0151359290394574E-6	-1.9133398222723387E-6	-1.27214431661451E-6
1668.0357511621883	-526.82890021801	-183.99824654459954	-89.9290493364845	-50.63004246436887	-32.169139702889055	-23.934354696709377	-1.5099029163471577E-5	-3.929858380830265E-6	-1.0030473100319808E-6	-8.890038885154975E-7	-1.9235772433545987E-6	-1.070089317019399E-6
1668.969582895176	-527.1081754223754	-184.0134931065142	-90.01034373257842	-50.8105681795213	-32.627069816670634	-24.082128965510773	-1.5046463464065172E-5	-3.83698524986014E-6	-9.245313082265473E-7	-9.703586722277274E-7	-1.8391996528083855E-6	-1.0608797852314358E-6
1669.9034493050735	-527.5663014960786	-184.4536080300808	-90.38584289912667	-51.33855590555403	-32.78983528370207	-24.288311726198746	-1.498384459890247E-5	-3.836848155878574E-6	-8.629621353548463E-7	-7.968683789220845E-7	-1.7999254176564468E-6	-9.701663278247492E-7
1670.8372831372153	-528.1101097514232	-184.83484842181207	-90.79769008393798	-51.23174839880731	-33.17537338693034	-24.49889804308231	-1.4925206763897802E-5	-3.704313935571919E-6	-8.293898784343348E-7	-7.947367203978823E-7	-1.826206422992705E-6	-7.506794381975218E-7
1671.7710827119502	-528.283479017516	-185.07011556625366	-91.18150347684112	-51.6612094781465	-33.67603962732987	-24.96107363471618	-1.4882536141708311E-5	-3.6898525985735813E-6	-7.262245227909769E-7	-6.716621370563057E-7	-1.6599416061168816E-6	-9.55207610155677E-7
1672.7049136548194	-528.8235072108606	-185.46351896449923	-91.25523814026799	-52.013363383710384	-33.82619549198584	-25.348088988891014	-1.4836811347454396E-5	-3.5886372288367074E-6	-7.475631604998261E-7	-6.822123081355678E-7	-1.5374095457120363E-6	-6.327752405425408E-7
1673.6387379466437	-529.1588745868454	-185.9523868471384	-91.79589318484068	-52.344031405117775	-34.12240286442366	-25.64329917728901	-1.4776454835117983E-5	-3.5546185918583874E-6	-6.501798711954822E-7	-5.297829225739344E-7	-1.610722629410364E-6	-7.860389606675124E-7
1674.5726528129724	-529.6047534476966	-186.16349899470805	-92.09314997707095	-52.61885881341166	-34.19221159002998	-26.03335646654551	-1.4724080899705585E-5	-3.4962879740061E-6	-5.789434015005625E-7	-5.14922123109074E-7	-1.5172582958423758E-6	-9.012054679699598E-7
1675.5064884872577	-530.1213051745048	-186.66480000168085	-92.37206083855459	-52.9803145006299	-34.73570813103156	-26.477560019836975	-1.4652777620902357E-5	-3.4342635263265417E-6	-5.592945970024654E-7	-5.50083681430139E-7	-1.513866468826156E-6	-6.49576311488942E-7
1676.4403015532614	-530.3689866407464	-186.9908856652677	-92.74781983771494	-53.516574151813984	-34.988599267195575	-26.682869673921513	-1.4594331251267182E-5	-3.4208353944025166E-6	-3.911194241045608E-7	-5.447032598851953E-7	-1.3618866337801238E-6	-3.6582694466260875E-7
1677.3741710677289	-530.7905330825597	-187.29014140367508	-93.07607571567807	-53.67193526443508	-35.267262908545405	-26.85394914792134	-1.453398400311535E-5	-3.349568864837165E-6	-3.69472410032516E-7	-3.207812263133732E-7	-1.3571997387427513E-6	-5.165613936155883E-7
1678.3080115187297	-531.2611803424855	-187.71138115525247	-93.5454021830644	-54.23981703321139	-35.48580496216362	-27.505537172922722	-1.4496099809972209E-5	-3.2095369906820937E-6	-3.7521723359642254E-7	-2.443393375718559E-7	-1.2720849100336185E-6	-5.068096743192883E-7
1679.2418200875636	-531.646524929752	-188.0562553010881	-93.86237339036805	-54.480098954505394	-35.81346002424305	-27.35582376844608	-1.4417449446592242E-5	-3.188029530668354E-6	-2.717546952596124E-7	-2.3475412497897346E-7	-1.2335252301463287E-6	-3.1638174603854986E-7
1680.1755961473093	-532.0227338057011	-188.45386250913143	-94.14079483704907	-54.61791126595603	-36.07605626434088	-27.656293782477196	-1.4380540770502197E-5	-3.1840815819553453E-6	-2.1940912141375475E-7	-2.0348418474565332E-7	-1.198313753190459E-6	-3.5800030118493856E-7
1681.1099816134065	-532.5120450407267	-188.7225155852735	-94.51290093468768	-55.091000282930004	-36.64109089022333	-28.073374152183533	-1.4329810346150687E-5	-3.101187937891198E-6	-1.756231457740535E-7	-1.3521702832866946E-7	-1.1571747625913233E-6	-2.511264203854124E-7
1682.0437437958776	-532.93343059284	-189.31038626208903	-94.89880056892123	-55.47728834301233	-36.83357305011966	-28.462525522479645	-1.4254729401903463E-5	-3.027492904464108E-6	-1.814288797187709E-7	-3.387056083785931E-8	-8.817445212216859E-7	-1.6202398306758281E-7
1682.9775429139167	-533.3253331457576	-189.6058566324413	-95.12698016847882	-55.83626494308313	-37.13248151066628	-28.69594617646474	-1.4208452900550623E-5	-3.0065789788394587E-6	-7.157178747501324E-8	-5.109039987395063E-8	-9.812004019153276E-7	8.550664716631528E-8
1683.9113870874671	-533.6503266418973	-189.91056466773153	-95.45866876095533	-56.041817731327484	-37.51535333625295	-29.273865304314175	-1.4143869550346864E-5	-2.880662176377776E-6	2.6870365256811577E-8	8.507143118969521E-8	-9.400930769255626E-7	5.697031418678785E-9
1684.845226987247	-534.1985675760856	-190.3350225828588	-95.75590013712645	-56.23887225240469	-37.639331520281054	-29.544345245911526	-1.4107050775395978E-5	-2.878182038857941E-6	2.1487486294907493E-8	1.2431006521045995E-7	-9.260476737685762E-7	9.739142873444611E-8
1685.7789730044653	-534.6639482254783	-190.76165889203548	-96.30413550351348	-56.76297780126333	-38.197727000848815	-29.753883666143967	-1.4072285233038316E-5	-2.765781123008457E-6	2.1248946576569267E-7	1.2316684193986631E-7	-8.601083825729243E-7	2.7560060083945456E-7
1686.7127863801766	-535.0257128986219	-191.1326231636107	-96.64727044531277	-56.955864768889214	-38.496639830822296	-30.36113102791401	-1.397267661179492E-5	-2.720862344796944E-6	1.964693778630706E-7	2.5898839467695934E-7	-6.314997339242599E-7	5.657041037475071E-8
1687.6466078130022	-535.4008710247775	-191.53775250017642	-96.87958742571729	-57.514215398165916	-38.91979954662648	-30.220232217357708	-1.3925093775531394E-5	-2.670642087110992E-6	2.970464376845903E-7	2.2506173861857682E-7	-6.920217448882923E-7	9.456482285069762E-8
1688.580505770805	-535.8887233237425	-191.95588419660925	-97.26459308394364	-57.404886319405506	-38.95208648998629	-30.768499968716732	-1.3913429266994401E-5	-2.644254155553669E-6	2.961591338835728E-7	3.026286326001152E-7	-5.708182303817814E-7	3.498009746918116E-7
1689.5142542955873	-536.2954716489961	-192.2554594181478	-97.80460226748671	-57.75724420613713	-39.5552443055944	-30.926339571292583	-1.3861258139498108E-5	-2.5328542482386566E-6	3.061661263522512E-7	4.545092216779736E-7	-6.667068276420266E-7	5.127347487286944E-7
1690.4480373041658	-536.6840276028961	-192.61785349547864	-98.02762191742659	-57.891741206248604	-39.62257055531848	-31.517816803776302	-1.3763166808162684E-5	-2.477161528760362E-6	3.869327673355449E-7	4.894975924627458E-7	-5.227018043633952E-7	4.629303668273984E-7
1691.3817909534002	-537.0868945457041	-192.96800619885326	-98.32430853481803	-58.37586669623852	-40.04126636413011	-31.557914879459602	-1.3714200570665692E-5	-2.3866675038672033E-6	4.2723836309900825E-7	5.040033224576593E-7	-4.6513494966181357E-7	6.187881113625475E-7
1692.3155285879398	-537.4936663322151	-193.32394779622555	-98.81545091739723	-58.725669648912216	-40.53828411007469	-32.00416694868069	-1.3624712551564929E-5	-2.4883821974511038E-6	5.479869295468826E-7	5.801955752024473E-7	-4.487019207832766E-7	5.893939319548771E-7
1693.2493001635087	-537.918409174929	-193.68256227895617	-99.21448365279606	-59.10229007237487	-40.6071472574364	-32.05909434992533	-1.3596664036380539E-5	-2.4794329754028737E-6	5.706914371142729E-7	7.009918705793664E-7	-3.398322064236171E-7	6.591233806630488E-7
1694.1830536298748	-538.3683439952632	-194.072062279284	-99.52173694010291	-59.404872488644386	-40.98514208603989	-32.65522798895836	-1.3598783126689772E-5	-2.3640514313221525E-6	5.989048284603773E-7	7.202950763664375E-7	-1.4728642218414447E-7	6.466854812870284E-7
1695.1168335125437	-538.7547782864422	-194.5211482837796	-99.91864359272378	-59.680743450091946	-41.33622341196645	-32.96977858990431	-1.3478896816830822E-5	-2.3143733644152094E-6	6.160329561468944E-7	8.050518382280087E-7	-2.0148378070837167E-7	8.742486074508611E-7
1696.0506382789604	-539.2303569459667	-194.89536370113493	-100.11464514583349	-59.9767395613922	-41.53000298074701	-33.000035087649636	-1.3411474855965758E-5	-2.2713115903639223E-6	8.037751797062176E-7	7.530272019600967E-7	-7.720655280375711E-8	8.588115480651158E-7
1696.9844233133792	-539.7110279556364	-195.24215942323207	-100.52087976677078	-60.543111473321915	-42.13261999122121	-33.55850197661381	-1.3385129827913158E-5	-2.1924481859515765E-6	8.745239646461446E-7	8.18809384553552E-7	-4.068437517028333E-8	1.0513025705321334E-6
1697.9181845732946	-540.0951696789513	-195.63504613488914	-100.90571034593242	-60.93459860401021	-42.338735182854265	-33.9146699572985	-1.3311496281204942E-5	-2.1122077805456677E-6	8.945433792743917E-7	9.386007090614291E-7	-8.176626644279582E-8	9.04222566591869E-7
1698.8520020825915	-540.4737777747214	-196.0787099458277	-101.26289226966244	-61.07607775264316	-42.55752937698906	-34.32341762402883	-1.3252657311153343E-5	-2.115634486015745E-6	9.427415897096089E-7	9.827727877786865E-7	1.1043056473991901E-7	1.1518483023915374E-6
1699.7857932826307	-540.9625355483344	-196.46236619353294	-101.53739764967135	-61.654745654099514	-42.92305094139142	-34.609144271566315	-1.3207356466030329E-5	-2.0654949726390084E-6	1.0456871706134762E-6	1.0760165553695575E-6	1.3416937804561528E-7	1.0886200910145742E-6
1700.719612193108	-541.3984395544976	-196.8436199337244	-101.9829161262938	-61.9390054444472	-43.314994278279215	-34.9891285437804	-1.3151397806795544E-5	-1.9942508261769213E-6	1.1135899574431826E-6	2.9981812242858635E-7	1.7216613821781834E-7	1.2188018581241173E-6
1701.6533514496084	-541.7954266518354	-197.25698061361908	-102.30741902015039	-62.224874990681805	-43.67552530697801	-35.504867210411106	-1.3089986455567631E-5	-1.966120736685543E-6	1.1286751458155359E-6	1.1841612911988968E-6	2.1180438332018073E-7	1.3547643694332954E-6
1702.5871140174847	-542.3067855654905	-197.56145026162267	-102.70361735778195	-62.61419829312298	-44.01927177743478	-35.789602059584396	-1.309256888742968E-5	-1.8945061379071451E-6	1.1892265966835606E-6	1.2412519849651311E-6	2.833823428791967E-7	1.4349701474787905E-6
1703.5208679021562	-542.645021116361	-198.0917031519115	-103.09185898091111	-62.86402124663194	-44.470280064777896	-35.83860041831549	-1.3023778827693256E-5	-1.757425619165634E-6	1.2874947009405206E-6	1.2347970341104324E-6	3.1518489275327466E-7	1.3797441922243391E-6
1704.4546422350375	-543.1517169686655	-198.39450754746795	-103.53238199438367	-63.271788418293	-44.65879569879987	-36.27908186557201	-1.2930468492484498E-5	-1.7710404592987468E-6	1.3038491973193405E-6	1.3302009528719802E-6	3.57817307372412E-7	1.5992717450434828E-6
1705.3884011262626	-543.5274024692675	-198.87160805389286	-103.95303861903292	-63.60886091490587	-44.94593578170646	-36.57732965969122	-1.288532489704088E-5	-1.7132484357427645E-6	1.3925187235759503E-6	1.3315038708455377E-6	4.745206765187826E-7	1.643665597988642E-6
1706.322200554961	-543.9940762612969	-199.2885453812778	-104.25816301256418	-63.982474787367714	-45.50650862401182	-36.991801870556976	-1.2851012359705195E-5	-1.6550482824996993E-6	1.4641465346077696E-6	1.3973574459287996E-6	5.501788963636108E-7	1.7552966671215728E-6
1707.2559763531597	-544.4265121972809	-199.62358197569847	-104.48213376530579	-64.36816897822752	-45.822303867475554	-37.23821762089546	-1.280654529491637E-5	-1.58657974262593E-6	1.5170671799142119E-6	1.4838968791680053E-6	5.71231882841506E-7	1.8548563422141257E-6
1708.1897385545844	-544.872645975401	-200.03329837694764	-104.98894355658975	-64.6875125012464	-46.16435180875388	-37.31433586375071	-1.2681277274955989E-5	-1.527018868883968E-6	1.5496086130813543E-6	1.5964057405825602E-6	5.776185663687177E-7	1.7748264816403418E-6
1709.123500288352	-545.2843071973572	-200.46854371130468	-105.25225618268762	-65.15022192812629	-46.3598305921663	-37.713619551979576	-1.2686667844612003E-5	-1.4626995349210448E-6	1.5417867084271806E-6	1.7052811910073256E-6	7.7954336247215E-7	1.8848506735730843E-6
1710.057309586033	-545.8068954795599	-200.86455011665822	-105.70197988088641	-65.418563293914	-46.73863081972707	-37.713619551979576	-1.2621083408774367E-5	-1.4125277453174779E-6	1.645493977319175E-6	1.6853480831313645E-6	8.194077689630116E-7	1.8848506735730843E-6
1710.991131561263	-546.1237790640444	-201.3043936215341	-106.059698966997	-65.86847733623452	-47.067293259230524	-38.44067933639655	-1.2551155373161191E-5	-1.34480365365669E-6	1.7449184926547655E-6	1.7414590591841213E-6	7.984962109189406E-7	2.0305360211289646E-6
1711.9249201118814	-546.661883711194	-201.6596150547266	-106.49831848910877	-66.2646778209342	-47.49658106673848	-38.69335404153053	-1.250911459706045E-5	-1.303536122020067E-6	1.8084354877034414E-6	1.8124490627615335E-6	9.237511582696771E-7	2.2030976475831133E-6
1712.8587484596828	-547.0398256828388	-202.03484093919397	-106.72131393530539	-66.57616692367527	-47.79360514608297	-38.77438313857867	-1.2445822056204934E-5	-1.2197563538966175E-6	1.8062928206751536E-6	1.803259893323953E-6	9.167416472593827E-7	2.008947288807927E-6
1713.7925771022897	-547.5679271829625	-202.4466598160565	-107.12635844733033	-66.90014978663788	-48.2246315411546	-39.003904331188934	-1.256155908536545E-5	-1.1204986247852493E-6	1.8836226823819703E-6	1.8738782473224285E-6	1.1336858560917864E-6	2.1009160363467624E-6
1714.726358328326	-548.0731438497702	-202.80234740301967	-107.58955125191382	-67.04794484873612	-48.399566778405145	-38.92612976523546	-1.252377511079742E-5	-1.1211459063622468E-6	2.00231201580581E-6	2.0362979469790518E-6	1.139682296818955E-6	2.250035328042846E-6
1715.660103894695	-548.4986146769176	-203.22378156930208	-107.83522414735386	-67.61503142449591	-48.83672206239267	-39.65677447387805	-1.2481513273404767E-5	-1.054948363455753E-6	1.993649302279321E-6	2.062391285196025E-6	1.0881041606506997E-6	2.2612959310300583E-6
1716.5938390748342	-548.8788760192692	-203.47220781072974	-108.21643564743655	-67.95331001944012	-49.10358705168421	-39.466771722986145	-1.2450470829273468E-5	-9.889074661353827E-7	2.0259935487535184E-6	2.057919651072076E-6	1.2576673175308692E-6	2.2943020055713235E-6
