Time_(s)	Delta_F/n_n=1_(Hz)	Delta_D_n=1_()	Delta_F/n_n=3_(Hz)	Delta_D_n=3_()	Delta_F/n_n=5_(Hz)	Delta_D_n=5_()	Delta_F/n_n=7_(Hz)	Delta_D_n=7_()	Delta_F/n_n=9_(Hz)	Delta_D_n=9_()	Delta_F/n_n=11_(Hz)	Delta_D_n=11_()	Delta_F/n_n=13_(Hz)	Delta_D_n=13_()
1457.167146513008	-1.0533997295424342	1.2911823169908755E-6	-1.0882282784829538	3.6503181224378507E-7	-1.0125911310315132	2.8801115342432936E-7	-0.9891307364617076	1.3479698221693893E-7	-0.612016479174296	2.688235550365629E-7	-0.6717948202382434	-1.3205452374000638E-8	-0.9015748219994398	1.5776419267188953E-7
1458.1014404194561	-1.1778077315539122	1.3246953511581935E-6	-1.1474106330424547	3.6013327684461484E-7	-1.0477918580174446	2.682361682593108E-7	-1.13411146402359	1.98135702257808E-7	-0.6967055524388949	3.368483453998201E-7	-1.0018714700232854	5.896480225061566E-8	-0.9993542100374515	2.210100246938674E-7
1459.0351672525587	-1.2661710791289806	1.3934911016566607E-6	-1.163594124217828	3.7758193764951715E-7	-1.049821150302887	2.7656711579736575E-7	-1.022393295807498	2.157334339502752E-7	-0.8194283246994019	2.921277853967693E-7	-0.8980249268087473	1.0775702016319402E-7	-1.0326710240199015	2.6768691183889513E-7
1459.9688903113781	-1.3789504999294877	1.4467677630406427E-6	-1.2249718643724918	4.1340269013329795E-7	-1.0528726942837239	2.9290694309201453E-7	-1.0840570405125618	3.0349426958816274E-7	-0.8560253174768554	2.6251880887627683E-7	-1.0985438512130217	2.0686068363615507E-7	-1.0104560834857135	3.891533589202344E-7
1460.9026040039223	-1.5293793259188533	1.4863261375833896E-6	-1.2526955952246983	4.0494338868405744E-7	-0.9542263314127922	3.480713777571703E-7	-1.1657893700259072	2.5671348762601486E-7	-0.692490408817927	3.54274525866629E-7	-1.1693973358381877	1.265336289908134E-7	-1.0029932810710027	2.0093925194972662E-7
1461.8363654539717	-1.5820462731644511	1.5574162810179154E-6	-1.3117069049427907	4.195802737821876E-7	-1.062041699886322	3.4657886356637396E-7	-1.0723547743899482	2.1007842661367303E-7	-0.7959007769823074	2.876883909635282E-7	-1.1407314816659146	1.773264967177727E-7	-0.7609500999634082	1.7204867914995562E-7
1462.7700669123071	-1.7122933696955442	1.5999352146918986E-6	-1.3971653853853543	4.306458752925061E-7	-1.1921953536570071	3.5612200007992777E-7	-1.0910463407635689	2.2306195923695005E-7	-0.8588043616877662	3.8374877294514956E-7	-1.2922566465356133	1.6293365659468052E-7	-1.0780473007605627	1.3853650471685065E-7
1463.7038253431472	-1.7517893789336085	1.6394762771830594E-6	-1.4203174666812022	4.693141216896091E-7	-1.2318160690367221	3.306325098616171E-7	-1.232841478926795	2.878741458044534E-7	-0.9939022122157944	3.2087870134722284E-7	-1.1283464892344042	1.183740573290306E-7	-1.262720486865594	1.6422172635916345E-7
1464.6376111116542	-1.874307183548808	1.766228422473207E-6	-1.4087437974909942	4.619698309373411E-7	-1.242110464721918	2.992347654243231E-7	-1.246921535049166	2.9311378098294553E-7	-0.8217545333835814	3.5202086551390586E-7	-1.049168584021655	1.2316762967459836E-7	-1.1684082901248565	1.9699098431249617E-7
1465.571378460065	-1.980072282254696	1.8088952043863755E-6	-1.4421248510479927	5.077447455486921E-7	-1.2885184377431869	3.537745273197773E-7	-1.3223288229533605	2.9513673530597614E-7	-0.8197022999326388	3.6554308876761573E-7	-1.1218577474355698	8.65614433734807E-8	-1.075246593126884	2.5656727238293606E-7
1466.5051176709076	-1.8469232777133584	1.8524427699807768E-6	-1.4727663925538461	5.292355739311926E-7	-1.264414306730032	3.586831035744915E-7	-1.348628862627915	2.8630137964215277E-7	-1.0152579132053587	3.511385057005718E-7	-1.2940269898284564	7.392019313864418E-8	-1.121353563780968	1.4807767986740699E-7
1467.4388741449247	-2.0698763160035014	1.8738197102008132E-6	-1.6010523314277332	5.210144312760431E-7	-1.368765303492546	3.734052732787133E-7	-1.2476364799908228	3.3999102057887096E-7	-1.1651780928174655	3.466824648730931E-7	-1.217427534135905	1.7044424196067508E-7	-1.3425009766450295	3.2619857418659083E-7
1468.3726209440356	-2.1557917734608054	1.9355206101343762E-6	-1.615534904723366	5.157923207160667E-7	-1.3075079545378685	3.983887666495205E-7	-1.3558353813631194	2.8660054579599805E-7	-1.0992598094873958	3.2889449091720927E-7	-1.1299302720210769	1.9472167039308688E-7	-1.2741315273138194	2.0472701034412435E-7
1469.3063552686087	-2.179442281834781	2.0041244727765986E-6	-1.6126232432822387	5.505855074637339E-7	-1.409600955992937	4.487129691858123E-7	-1.2712866482990128	2.9160505691686956E-7	-0.931136053469446	3.981895983637206E-7	-1.3434399149634622	1.9138146978979638E-7	-1.440261529615292	2.927294669994359E-7
1470.2401061514743	-2.4018147587776184	1.9571037160189767E-6	-1.6176476168135803	6.001820770975544E-7	-1.4126152038574218	4.025955715688558E-7	-1.4173869394830294	2.9349504809189424E-7	-1.038062219818433	3.871304976348555E-7	-1.3374643183567307	2.283046551896105E-7	-1.438855621104057	1.4771589966155693E-7
1471.1738406351935	-2.473135083913803	2.125232657261577E-6	-1.6776941418647766	5.820006479468677E-7	-1.3779683582484723	4.844984421893553E-7	-1.3415118998714857	3.521813109202428E-7	-1.0964279216196802	4.2930904170733724E-7	-1.2365593273531308	2.461702669997155E-7	-1.3050711836952429	2.2074148324324847E-7
1472.1076041586489	-2.5651478338986635	2.1531632470943546E-6	-1.6666605373223622	6.378380377743489E-7	-1.3834373749792577	4.438160296224645E-7	-1.4752578692776817	3.2098868933721136E-7	-1.0980702001187537	3.749765233774263E-7	-1.3524570085785605	2.1718567493517237E-7	-1.434106215261496	4.1618267225892883E-7
1473.0413593578394	-2.6445013899356127	2.208032573082757E-6	-1.7835223463674386	6.216991045669001E-7	-1.3842534087598324	5.229202364392753E-7	-1.470458494765418	3.4571503047391454E-7	-1.1409511135684118	4.077984557349719E-7	-1.4892655570398678	2.1577066353415221E-7	-1.1355593319122608	4.29674410977861E-7
1473.9751639003814	-2.812977413646877	2.2152301287687616E-6	-1.6774213891476393	6.534396665922591E-7	-1.5694326721131802	4.7636216941713714E-7	-1.3959779601011957	3.155178002475843E-7	-1.0913299346963565	4.767625130736784E-7	-1.4490244896574453	2.1143776906341937E-7	-1.5092983073913133	2.482196374045247E-7
1474.9088866838276	-2.794773775152862	2.299274405719433E-6	-1.7345523157467444	6.272632145322616E-7	-1.6096139773726463	4.957285998341803E-7	-1.3102181106805801	3.9860394892173555E-7	-1.2616537883877754	3.578917522786384E-7	-1.4911299442703074	6.167496220017019E-8	-1.1366188371410737	3.911261982753034E-7
1475.842612149361	-2.9445123691111803	2.3451049910359445E-6	-1.8206635757038991	6.511143729485351E-7	-1.468018825352192	4.804130673389823E-7	-1.4618127675993102	3.7772500605645143E-7	-1.2870636963182025	3.2281151726124176E-7	-1.3680987480011852	2.9041405404022576E-7	-1.471998964364712	2.0268861824308468E-7
1476.7763511503954	-3.041038863360882	2.378838430042499E-6	-1.7752475372205179	6.621127263265521E-7	-1.6439711965620518	4.965012306438533E-7	-1.5539612152746745	3.9774646440622727E-7	-1.2402773474653561	4.2863304443832475E-7	-1.6220480054616928	2.930258219726987E-7	-0.9267773788708907	2.2461802837347642E-7
1477.7100835406789	-3.2269830275326967	2.4066050033078046E-6	-1.881565537924568	6.830727254066363E-7	-1.5905820697546005	5.21169703456085E-7	-1.5618613000426973	3.407338713401622E-7	-1.196714748111036	5.242363997301377E-7	-1.6242917132648556	2.7133386932149664E-7	-1.353734290943696	2.513804240709288E-7
1478.643803872584	-3.2269592229276896	2.4676410963145193E-6	-1.906109559039275	6.795971029496155E-7	-1.5782377645373344	4.755678328362777E-7	-1.7687055787869863	3.839864580389515E-7	-1.3432648198472128	4.314552871171668E-7	-1.6321097111160106	1.5338852731799446E-7	-1.3422819886070032	1.9972430506696255E-7
1479.577564530014	-3.466191300190985	2.4741197158588933E-6	-1.936171431094408	6.766331404926623E-7	-1.6351353958249093	5.425427713824139E-7	-1.6253122772489275	3.7651174191187823E-7	-1.240667453242673	4.2470261765781595E-7	-1.523470332676714	2.8488129241171383E-7	-1.4632931345930467	3.380591289104361E-7
1480.5113199883685	-3.3106277203187346	2.5634506426448593E-6	-1.9711594823747873	7.021827894672589E-7	-1.645121981203556	5.883518720200349E-7	-1.5842747443488665	3.7785198237393275E-7	-1.2863649080197017	4.5821013038359435E-7	-1.5625680407339877	2.7158564373471784E-7	-1.600757179925075	2.2407041519799484E-7
1481.4450605217203	-3.567239871248603	2.578470672723115E-6	-1.9703664518892765	6.993154344910014E-7	-1.5688249543309212	5.729387788098777E-7	-1.4721428900957108	3.7932964608128306E-7	-1.3361005948649511	4.028486016958852E-7	-1.713235156102614	2.5843832853509956E-7	-1.667076784830827	2.5766199392858165E-7
1482.3788110471944	-3.7210572762414813	2.5315306658775126E-6	-2.0203019275019565	7.098949562892216E-7	-1.5876663953065873	5.666352457741632E-7	-1.5544362611004285	3.882909670521121E-7	-1.2020782654484112	4.346586445451298E-7	-1.8356644755060023	2.7621370961107886E-7	-1.6514150305436208	2.8133184336410024E-7
1483.3125352809418	-3.7422468466684222	2.6398861507752358E-6	-2.0452166367322206	7.15435109826108E-7	-1.7645116105675698	5.391351994718464E-7	-1.7403674870729446	3.48041359572062E-7	-1.4937613440884485	4.286802493400554E-7	-1.533770546994426	2.855612337615874E-7	-1.4147985078967535	4.0528697583360666E-7
1484.246353298423	-3.8392020408064127	2.60767564209274E-6	-1.9637941091010969	7.297336856362108E-7	-1.6610806860029697	5.254900461765428E-7	-1.737249344587326	4.902443050868794E-7	-1.1840533630715475	4.216789199450448E-7	-1.6485953317447142	2.678226288393992E-7	-1.5436912328004837	2.832328231224592E-7
1485.180048666353	-3.899005209095776	2.6811867258794793E-6	-2.027819439768791	7.755703991090543E-7	-1.7145813390612603	5.920705315695684E-7	-1.6859172273959433	4.052923176898907E-7	-1.3911160015397601	4.983731106291518E-7	-1.7835534323345532	3.308575751106882E-7	-1.5210342011772668	3.9619837787714164E-7
1486.1138059998684	-3.9415845461189747	2.7354505506420085E-6	-2.0425640996545553	7.382603891780662E-7	-1.7715271279215812	5.714243576316811E-7	-1.753108833517347	4.0495338301942704E-7	-1.5422800191574626	5.113907554035073E-7	-1.7072879807515577	2.5818563419187975E-7	-1.9152452464287097	2.0021228830620146E-7
1487.047518893473	-4.111061994917691	2.767886261287539E-6	-2.02618601731956	7.638151846724563E-7	-1.7577241785824298	5.513225719095609E-7	-1.6743662761790412	4.210290115000859E-7	-1.3857602344618902	4.206670162277865E-7	-1.768029739910906	2.3635661644553693E-7	-1.4027160566586714	4.302650948280278E-7
1487.9812474428327	-4.10479193739593	2.805290935991157E-6	-2.035802132760485	8.147578297791234E-7	-1.7146983921527863	6.017240487339766E-7	-1.7154456760202135	3.992156640137952E-7	-1.3396379310223792	4.7564494892708025E-7	-1.686207203702493	3.623769626972303E-7	-1.6236327771957104	3.4043947253197416E-7
1488.9149832925716	-4.2650464829057455	2.758871424280015E-6	-2.0590581577271223	7.770840735281241E-7	-1.801686453819275	6.159049096178667E-7	-1.8020510045545441	4.7545037303422036E-7	-1.4745270957549412	4.856053069020745E-7	-1.7017055783759465	3.4279785182467833E-7	-1.8071420788764954	3.523767587633198E-7
1489.8487394530698	-4.3352644238621	2.823442073789518E-6	-2.1017249301075935	8.04099124481248E-7	-1.7365191869437695	5.706967667644597E-7	-1.742737492280347	4.128533452908012E-7	-1.3624042239454057	4.5686860463137397E-7	-1.7250487648627975	2.6367893165625024E-7	-1.8808981489676695	3.20287955127269E-7
1490.7825425786905	-4.366634068079293	2.8516337458525122E-6	-2.2069052550941706	7.91110574407906E-7	-1.832214780151844	5.982655314235735E-7	-1.7148966693452425	4.2896889228702883E-7	-1.4027289971709251	4.7104777314790783E-7	-1.841227988627824	2.0949215129784841E-7	-1.4962790556825125	4.1553249922143636E-7
1491.7163130019837	-4.523813061416149	2.8505565248761384E-6	-2.2481825153032937	8.210581021100621E-7	-1.8101852230727673	5.842712215341976E-7	-1.7345018610358238	4.127431644946873E-7	-1.551069137122896	5.117661891194833E-7	-1.4359642612663182	2.7710439318460534E-7	-1.6087801731549776	3.816483692160047E-7
1492.650058399195	-4.654118712991476	2.8469145220591887E-6	-2.177184699103236	8.257627213385137E-7	-1.8270191371440887	5.957406045304378E-7	-1.6785587902579988	3.739623244861345E-7	-1.6489907859100237	5.245816470147291E-7	-1.8081710236993702	3.241316196400787E-7	-1.578252212359355	5.089694212282716E-7
1493.5837796916885	-4.636753278784454	2.9070334815912155E-6	-2.1661603525280952	8.1893445294748E-7	-1.8819765247404576	5.766039095323155E-7	-1.8736249336174555	3.9468383512841244E-7	-1.5457350504067209	4.557483685327336E-7	-1.9155425436117433	3.199984375108994E-7	-1.6029698648131812	3.6169986465320195E-7
1494.517510022629	-4.7805870696902275	2.8844474394390507E-6	-2.154736297825972	8.282404102973278E-7	-1.872014729678631	6.667418840287345E-7	-1.9060577239309038	5.050341328790008E-7	-1.4742405604985025	5.118487804335202E-7	-1.9036946364424445	3.2142556358115914E-7	-1.456497575228031	3.028701790666052E-7
1495.4512338286484	-4.790999102406204	2.9352081491026884E-6	-2.2196946100642285	8.380285885333633E-7	-1.8716449923813343	6.424844270657608E-7	-1.7847340383699961	4.538559604464604E-7	-1.522559482190344	5.176871328399073E-7	-1.714661304923621	4.094304572316293E-7	-1.7937600136949465	3.389214384068404E-7
1496.3849840456098	-4.897963627241552	2.9532469953339998E-6	-2.235520789399743	8.203076516181658E-7	-1.840812910348177	5.485501941333176E-7	-1.8818573845284325	4.4752967154848783E-7	-1.5518649750285678	5.152940425320266E-7	-1.779736916449937	3.050596540994817E-7	-1.6589854972866864	3.862227164966184E-7
1497.3187074951977	-4.915658021345735	2.943219409712826E-6	-2.2796215023845434	8.287769122501904E-7	-1.9012095026671887	5.727511741720798E-7	-2.0209153230701173	4.497540095026165E-7	-1.483443535036511	5.452026969703219E-7	-1.69731093198061	3.3182108246126616E-7	-1.4170237733767583	4.580658228363186E-7
1498.2529669870032	-4.907762431539595	2.9593225227515308E-6	-2.2848117165267467	8.554877458646025E-7	-1.860652331262827	6.305014199072488E-7	-1.890544826430934	5.00246797039211E-7	-1.5737115740776062	4.6534890576420103E-7	-1.7892420928586612	3.4661925551680557E-7	-1.716414475097106	5.194930679998405E-7
1499.1866943286532	-5.002991354092956	2.971681632818002E-6	-2.2123783795783916	8.385382055225694E-7	-1.895610871165991	6.537422081268627E-7	-1.7550521482314383	4.3605287942336804E-7	-1.4557333886623383	4.7161320762598277E-7	-1.9115112694826992	3.008931421222792E-7	-1.7831218575055783	3.861600569554207E-7
1500.120412544597	-5.087952853180468	2.9667269809237275E-6	-2.2111694055298963	8.628302507090774E-7	-1.9368026733398438	5.90937260692146E-7	-1.9306473104017121	3.8977487179149984E-7	-1.349765058192942	5.118558496870686E-7	-1.7079790302298286	3.8839835632109825E-7	-1.7178399448211377	4.3447148762796846E-7
1501.0541419430854	-5.13517230283469	3.02743838754882E-6	-2.2782866060733795	8.802915865963176E-7	-1.9437905110418796	6.176040408936224E-7	-1.7434976973703928	4.29191207545164E-7	-1.4118480078048177	5.323720540116508E-7	-1.7999073856256225	3.139845721784743E-7	-1.52350576623128	4.6322541825730124E-7
1501.9879246767614	-5.225759665481746	3.052089488525826E-6	-2.2227112893015146	8.887791959641487E-7	-2.013428746908903	6.624382145379681E-7	-1.9189664625695773	4.799976396020533E-7	-1.5060715410444472	4.0943734139498044E-7	-1.7887018959630618	3.5648855524149077E-7	-1.5051226208989437	3.7142258050068934E-7
1502.9216270440656	-5.143656220287085	3.0469711177034888E-6	-2.3869698277364173	8.419202506427929E-7	-1.9441492438316346	6.079696472106042E-7	-1.779980480670929	4.6207766264052955E-7	-1.5629497940341632	4.647757719193743E-7	-1.8519239405339414	3.63233717812881E-7	-1.747868269108809	3.495247578150614E-7
1503.855347570644	-5.182413167320192	3.059375789628391E-6	-2.214092046022415	8.479893332400876E-7	-2.0740435190498827	6.49104687103848E-7	-1.880479990371636	4.859793494675906E-7	-1.525824753774537	4.933735272174406E-7	-1.9296912869269198	3.575624821655507E-7	-1.5707229633743947	4.07576453253158E-7
1504.7891258624663	-5.301483355462551	3.074753839884224E-6	-2.292260498429338	8.653074875565343E-7	-1.9307502448558806	6.44291217090484E-7	-1.9000960641673632	4.77290352441257E-7	-1.5714750803179212	4.7496577702171915E-7	-1.6354410289363428	3.992413326121049E-7	-1.5693703116132662	4.950501388131871E-7
1505.7228589365363	-5.307100061327219	3.0493060036823312E-6	-2.343945269783338	8.36151256664654E-7	-1.9943466275930404	6.372710319585959E-7	-1.8723278322390147	4.6280626039606274E-7	-1.5133444228106074	5.050922285688129E-7	-1.9085825911977075	4.467131087966379E-7	-1.7394289953204303	3.0077612053663384E-7
1506.656622468696	-5.307100061327219	3.0493060036823312E-6	-2.343945269783338	8.36151256664654E-7	-1.9943466275930404	6.372710319585959E-7	-0.8767019382544926	5.747742204386937E-7	-1.5133444228106074	5.050922285688129E-7	-1.9085825911977075	4.467131087966379E-7	-1.7394289953204303	3.0077612053663384E-7
1507.5902952911738	-5.307100061327219	3.0493060036823312E-6	-2.0267399748166404	7.780493212805649E-7	-1.80060990229249	5.691973834622639E-7	-0.8767019382544926	5.747742204386937E-7	0.40237346125973594	5.483509304189969E-7	-1.590107915753668	2.8555548456871756E-7	-0.9041834295942233	4.106101218987135E-7
1508.5240519004983	-5.14977112878114	3.0459632824633123E-6	-1.5781238544732332	9.05158857460002E-7	-1.4617242313921452	6.841218659825378E-7	-0.8218361054147992	5.396830362804788E-7	-0.8349522716469235	5.049925017290845E-7	-0.893430696292357	2.0749672109828757E-7	-0.8363127049345237	3.040052029717094E-7
1509.4578056435487	-4.422180944122374	2.936993347435815E-6	-1.3526120266566675	8.801011419585288E-7	-0.9242179609835148	5.660525869571355E-7	-0.9352542023573603	4.3884549617276064E-7	-0.45682990385426414	5.003708446270051E-7	-0.8841356580907648	3.255607133413797E-7	-0.6780994723622615	3.831391926873508E-7
1510.3915245424384	-4.356950013898313	2.976874902444837E-6	-1.2519383740921814	8.487903592308509E-7	-0.496565955132246	6.778013259103378E-7	-0.1107916949050767	3.879029993428024E-7	-0.25406187193261254	3.7324380115065926E-7	-0.2148127413608811	4.681296400819231E-7	0.5941912738176492	2.530495623529323E-7
1511.3252120585328	-3.3606261666864157	2.9152614922875486E-6	-0.7486116575698057	8.177870542304801E-7	-0.7957215696573258	6.009972471563959E-7	-0.572030205811773	4.4558606758634753E-7	-0.35750758316781783	4.744937454291136E-7	-0.22372209212996744	3.640862843942873E-7	-0.6187325526888554	4.0210708168737623E-7
1512.2589865660564	-3.9126982102170587	2.91666792300309E-6	-0.9059120876093706	8.239331321395124E-7	-0.6333679713308811	6.271898012845856E-7	-0.9083030649593898	4.09883293914264E-7	-0.21691465791728762	5.557021499853819E-7	-0.8661558600989255	4.395169632302672E-7	-0.13251656523117653	4.328333560272912E-7
1513.1927486567376	-3.9439106350764632	2.8898731503035845E-6	-0.9774105623364449	8.446977255412776E-7	-0.6440658882260323	5.734493021246085E-7	-0.6834292401160512	4.950688230288743E-7	-0.1216416706641515	3.601559210846813E-7	-0.370826969769868	3.6333487285384887E-7	-0.14208914224918073	4.340728907555546E-7
1514.1264641557798	-4.108851160854101	2.932058189015379E-6	-1.3946053584416707	7.793848806290362E-7	-0.5996400572359561	5.550375147024827E-7	-0.47260888665914536	3.5776316401712614E-7	-0.030886436502138775	4.0241994222946914E-7	-0.362359573895281	3.4338626521406175E-7	-0.2680115092259187	4.062432924201956E-7
1515.0601934555616	-3.754035472869873	2.902791658074917E-6	-0.7579026824484268	8.126705037890926E-7	-0.5422489419579506	5.852085061741814E-7	-0.7681832143238613	2.409053990926784E-7	0.9192787516448233	5.916848141420338E-7	-1.25169565257701	2.78893126540755E-7	-0.2881596621412497	6.017356127302514E-7
1515.993888995632	-3.754035472869873	2.902791658074917E-6	-4.72595456118385	1.306110042214101E-6	-2.5909458838403223	8.078959262684707E-7	-2.200495630502701	-4.0720963282109626E-10	0.9192787516448233	5.916848141420338E-7	-0.31594935669140384	7.764644261947748E-7	-1.9863619145292501	4.971489726611847E-7
1516.9276252950256	-3.754035472869873	2.902791658074917E-6	-3.5257206161816916	6.153071934862045E-7	-1.1519545271992684	5.836933632229202E-7	-1.4191464483737946	3.3519122540297383E-7	-1.0686011330948935	4.286700584132041E-7	-1.0451018065214157	1.9284455930980362E-7	-1.3563859199102108	4.850257114000971E-7
1517.861356910329	-4.749618550762534	3.0406477946046855E-6	-1.8670678281535704	7.952258107388633E-7	-1.4997879281640052	6.260503636998816E-7	-1.0620169256414687	4.168087400859585E-7	-0.7344239205121994	5.676831053612948E-7	-1.327672608874061	4.2126118192778504E-7	-0.8293501024062817	3.945853191578304E-7
1518.7951485788624	-5.134416988119483	2.9728840410547276E-6	-1.3990521195034187	8.343357436637049E-7	-1.5499240346252918	5.99737896479622E-7	-1.4665696993470192	3.9245321106705605E-7	-0.8734314408567216	5.863994533488544E-7	-1.4250354807485233	2.507257150708206E-7	-1.1886732463653271	4.567932781856908E-7
1519.7288928450148	-4.918579508550465	2.9854340281844317E-6	-1.7874443847686052	8.249532219888273E-7	-1.3855193592607975	6.3775605598331E-7	-1.1530835490141595	4.3342481236871404E-7	-0.9824886984295316	4.4072309598535374E-7	-1.4710246954451909	3.074956947284101E-7	-0.9671991100678077	4.820371882039321E-7
1520.662623760442	-4.955690212547779	2.9673959746805492E-6	-1.767552296941479	8.098622031860159E-7	-1.452794686704874	6.426110612239714E-7	-1.3986196209277426	3.927832882762329E-7	-0.9599920246336195	5.29105890708658E-7	-1.265629917383194	2.1755438081486978E-7	-1.1963030260342817	3.760396842886763E-7
1521.5963695930038	-4.974381652660668	2.9772401332736533E-6	-1.740903754408161	8.436766130187243E-7	-1.4457185782492161	5.941439297368911E-7	-1.3100820215685027	3.8376330022014884E-7	-1.0077484904064073	5.509723761640441E-7	-1.3193866976282813	3.306675018489115E-7	-1.0291522110884006	3.171072040607096E-7
1522.5301271003266	-4.94277164619416	2.9295702468355223E-6	-1.7409215345978737	8.404150286110592E-7	-1.5135248363018037	5.487889657667777E-7	-1.3795954648937498	4.497048462311808E-7	-1.0349336407250829	4.5078459573641395E-7	-1.4560298398137093	3.158921176463843E-7	-0.9650989954288189	4.5536039811365026E-7
1523.4638677261848	-5.09903284534812	2.9608107625509394E-6	-1.7728151970853407	8.162813084655629E-7	-1.415090338885784	6.140054245405008E-7	-1.2752242631145887	4.801126376323438E-7	-1.1587694419754877	4.2911320252055096E-7	-1.27845690602606	3.450580082091007E-7	-1.1305164631742697	3.845426054889029E-7
1524.3975938442734	-4.947036933153868	2.997149746508947E-6	-1.7908196498950322	8.120997827774641E-7	-1.4933711856603622	6.165887667406518E-7	-1.3592142324362482	4.2350342667102944E-7	-1.0132768427332242	5.032273510807429E-7	-1.1999933184547857	2.79751442449418E-7	-0.9178524429981525	3.1754604454210583E-7
1525.3313542438545	-5.089849466457963	2.9817538668486026E-6	-1.7434367761015892	8.091997131979905E-7	-1.4514982156455516	5.772218939980808E-7	-1.3414782221828188	4.428015527386728E-7	-1.0459601258238156	5.220447685307941E-7	-1.1757293343544006	3.909524255264952E-7	-1.0818264627685914	3.529109080104378E-7
1526.265097801786	-4.937202303670347	3.0144129509275443E-6	-1.7893464503188927	8.528981223020855E-7	-1.5656927354633807	5.857084627573404E-7	-1.42002192565373	3.95182045781836E-7	-1.190944802429941	5.823718081223242E-7	-1.189165124161677	2.6091495853671116E-7	-1.1618237174474275	3.339673409288879E-7
1527.1988619023375	-5.116770500317216	2.9866239975543264E-6	-1.7472437384227912	8.413149012304044E-7	-1.4318041555583476	6.291837501495737E-7	-1.5884264164737292	3.8748306776613514E-7	-1.1026652654012044	4.4688543128248135E-7	-1.3888262632218273	3.1640975558603073E-7	-1.11268384124224	5.149977465494858E-7
1528.1325895459458	-5.118177626281977	3.0080195284125063E-6	-1.8577367421239614	8.215447086865198E-7	-1.525538796186447	6.243704405553595E-7	-1.3455944646682059	4.4775084315265806E-7	-1.1482845023274422	4.5489977554825077E-7	-1.4606155407699672	3.143921785732915E-7	-1.0238938222710903	3.5748431265232995E-7
1529.0662892725263	-5.064141217619181	2.9550271725147957E-6	-1.9599408507347107	8.360519880757538E-7	-1.4915109895169736	6.31579800282236E-7	-1.4278383404016495	4.514524778949548E-7	-1.1927848334113758	5.854648804183354E-7	-1.3772467591545798	1.9868248570342295E-7	-1.2008702330864394	4.1375737511078537E-7
1530.0000812643564	-5.301404347643256	2.9758616564366357E-6	-1.8712784728656213	8.364762028309285E-7	-1.6058550089597703	5.891494265471218E-7	-1.4824879776154245	4.408694073205257E-7	-1.2112739268276427	5.587037341100385E-7	-1.4376862787387588	2.661266952741319E-7	-1.5321056258219938	2.696311842536876E-7
1530.933840022661	-5.254280294291675	3.063828377602876E-6	-2.005205577239394	8.224615976551864E-7	-1.536986344307661	6.105432820166057E-7	-1.5426622395004546	4.5753128328529546E-7	-1.0991189471549458	4.415941981305503E-7	-1.5559537254951217	3.65445111900843E-7	-1.1415493780603776	3.095309960706946E-7
1531.8675536063693	-5.173900137655437	3.0354214802402768E-6	-1.9385564705977838	8.143443635955235E-7	-1.56275055706501	6.203188223087542E-7	-1.607411798621927	4.3979769229690125E-7	-1.3251852583554056	5.001563676124198E-7	-1.5281055488369681	3.480470263822092E-7	-1.5541359765025287	2.765435186873684E-7
1532.8012875487602	-5.377592329867184	2.992700394601963E-6	-1.9728396032005548	8.219254564908172E-7	-1.7021854512393475	6.324946939067729E-7	-1.695000521838665	4.5954008071299774E-7	-1.1997989192605019	5.30157609668477E-7	-1.659697718240998	2.793050426482338E-7	-1.1838013472465367	2.2673650325186678E-7
1533.735047124007	-5.369780410081148	3.027510280212409E-6	-1.9456345277527969	8.166918938865041E-7	-1.6006147153675556	5.972322383340539E-7	-1.6594996686492647	4.38271745424704E-7	-1.3038300093677309	5.261683749421505E-7	-1.5155141922560604	3.7221731586529734E-7	-1.653122027332966	3.55339526013186E-7
1534.6687976243288	-5.39999704901129	3.072220439145738E-6	-1.8832093309611082	8.487457552184728E-7	-1.7074719779193401	6.14209608815376E-7	-1.5914435109921865	3.999312650442672E-7	-1.4031533632013533	5.148321512635212E-7	-1.7129972631281072	3.175404071269021E-7	-1.4242492129023259	3.587179508169198E-7
1535.6025378175755	-5.464188390411437	3.0443245866210427E-6	-2.061254239330689	8.557096627826854E-7	-1.68457071185112	5.972769996418327E-7	-1.6110171984348978	4.957535075435525E-7	-1.2237812280654907	5.649576005419563E-7	-1.6362920207056133	2.3502315770420235E-7	-1.307577171577857	3.460200654656733E-7
1536.5362234746008	-5.447826327756047	3.002944323243133E-6	-2.0816931147128344	8.35565661914771E-7	-1.6843550123274327	6.312248788714798E-7	-1.7663877957633562	4.4159623954809527E-7	-1.1638798639178276	4.954367251202749E-7	-1.7148607312278314	2.1958214290791365E-7	-1.411838555565247	4.331904459928254E-7
1537.4699706744946	-5.54174489248544	2.9808714599324575E-6	-2.105778162678083	8.71477443376012E-7	-1.7110914282500744	6.398999946203383E-7	-1.6751895036016191	4.420093466563768E-7	-1.2954189520743158	5.157271087841294E-7	-1.502464576878331	3.1138549640001047E-7	-1.3280828950496821	3.7423051807865856E-7
1538.4038028248328	-5.550540164113045	3.01511628541726E-6	-2.0704672522842884	8.248163160723193E-7	-1.745802828669548	6.17138392105946E-7	-1.571868927351066	4.895278195443664E-7	-1.3810789030459192	5.175044858892836E-7	-1.7711700390685687	3.6987861676625225E-7	-1.5865215676335187	3.456201172899264E-7
