Time_(s)	Delta_F/n_n=1_(Hz)	Delta_F/n_n=3_(Hz)	Delta_F/n_n=5_(Hz)	Delta_F/n_n=7_(Hz)	Delta_F/n_n=9_(Hz)	Delta_F/n_n=11_(Hz)	Delta_F/n_n=13_(Hz)	Delta_D_n=1_()	Delta_D_n=3_()	Delta_D_n=5_()	Delta_D_n=7_()	Delta_D_n=9_()	Delta_D_n=11_()	Delta_D_n=13_()
3335.596338182317	-0.5810791281983256	-0.6117824874818325	-0.7348120421171188	-0.7809508187430245	-0.8345780389176475	-0.7683893509886481	-0.6749470365735201	-1.504824769427062E-8	-1.1838781417271727E-8	-1.6931643295829127E-8	-2.761375234670697E-8	-1.7626451303412254E-8	-1.413074333275451E-7	-1.0669104505439285E-8
3336.530207179538	-0.5240715574473143	-0.6886054842422406	-0.7389921694993973	-0.8124026762587684	-1.0231294673350122	-0.7682985785332593	-1.0012976750731468	-3.8099918206740014E-8	-2.4397994529909168E-9	-7.836217526811014E-9	-6.625579596811584E-8	-1.583376653188363E-7	-1.4509377596165225E-7	3.195538992609387E-7
3337.464075686927	-0.6196718718856573	-0.6594048204521338	-0.5984263993799687	-0.8795577277030263	-0.9560384187433455	-0.7105874161828648	-0.7510108374632322	5.214487911180555E-9	-2.0761475251821187E-8	-2.5100921982861707E-8	1.335981438866686E-8	-3.3131596099012645E-8	3.459917828017292E-8	9.122528910660737E-8
3338.397935777662	-0.5438317088410258	-0.6579820495098829	-0.6570100240409374	-0.9477423493351255	-0.9973022995723618	-0.8059947273947976	-0.6875769587663504	-6.103284035227554E-9	3.0039211167093944E-8	-4.509954805188019E-8	1.3853962375762934E-8	-1.8613918634040588E-8	3.6912443382254904E-8	1.1226137909069558E-7
3339.331779102794	-0.5283801769837737	-0.6113659975429376	-0.7383110620081424	-0.745686703494617	-0.9755885402361552	-0.7288505983623591	-1.1304080474835176	-2.4604449625441598E-8	-1.5706493990363902E-8	-6.137333890824845E-8	4.588725144752761E-8	-9.373019153427237E-9	-3.9645713571009183E-8	1.84012937191964E-7
3340.2656655931423	-0.5979531742632389	-0.6413846736152967	-0.752281428873539	-0.8652950152754784	-0.8259180337190628	-1.0760425992987372	-0.5898990447704608	4.3715335581160676E-8	-4.087353729401947E-9	-8.085324284116719E-8	1.2096519972406563E-8	-1.215769442304218E-7	7.295110905683716E-8	1.393754135116176E-7
3341.1995287190575	-0.5876543233171105	-0.7673492909719547	-0.7188184328377247	-1.0500018745660782	-0.9921497760547532	-0.8610669354146178	-0.8534713238477707	-5.039332614772182E-9	-3.0187208134666715E-9	-7.793629395812891E-8	-3.9959705196528886E-8	3.134011390241466E-8	-3.2790123358114294E-8	1.5926890910719041E-7
3342.133364185442	-0.4963358389213681	-0.6581105639537176	-0.803934421390295	-0.7406433128884861	-0.9562416929337714	-0.6547076410867951	-1.1540678607729764	-1.7687462464880798E-8	-3.715084061014389E-8	-3.867678230169789E-8	3.3495406481589304E-8	-1.351067438385247E-7	1.6850092624367055E-9	-7.653182053470378E-8
3343.0672052619393	-0.6878885272890329	-0.717707900951306	-0.6501732908189297	-1.0247046298214368	-0.9504692645536529	-0.8475758562033827	-0.7821735974687797	-1.4692833028419425E-8	-2.2799721378170736E-8	-2.1341294324973706E-8	1.7323364788555777E-10	-9.914791149956339E-8	-8.016095051822545E-9	5.2953048146063314E-8
3344.0010870532988	-0.5235753180459142	-0.6921856744835774	-0.8201265625655652	-0.8052984220641	-0.9915186605519719	-0.9121939567002383	-0.6379041826495757	1.8525599250278878E-8	-2.810979527124351E-8	-3.517568249397922E-8	-6.445964955227102E-8	-1.0369743344462354E-7	-6.154361048060287E-8	5.653747331463472E-8
